beta1,beta2,mean,lower_95,upper_95
0.5094915254237288,-1.2658656278151232,0.00027095561381429434,0.00012753098089888227,0.00047674615925643595
0.5174576271186441,-1.2658656278151232,0.00028236856451258063,0.00013307551198522561,0.0004959510537446477
0.5254237288135593,-1.2658656278151232,0.0002943055587820709,0.00014023227886355015,0.0005167342984350398
0.5333898305084745,-1.2658656278151232,0.00030679238261654973,0.00014724561879120301,0.0005398615438025445
0.5413559322033898,-1.2658656278151232,0.00031985604437068105,0.00015444348464370704,0.0005622176540782675
0.5493220338983051,-1.2658656278151232,0.00033352503669448197,0.0001617618061573012,0.0005844114275532775
0.5572881355932203,-1.2658656278151232,0.0003478293074294925,0.00016830700442369562,0.0006087952468078586
0.5652542372881356,-1.2658656278151232,0.0003628004633355886,0.00017548698124301155,0.0006340432097204031
0.5732203389830508,-1.2658656278151232,0.0003784715663641691,0.00018252347035740968,0.0006645770467002877
0.5811864406779661,-1.2658656278151232,0.0003948775411117822,0.00019121786572213751,0.0006920031839399599
0.5891525423728814,-1.2658656278151232,0.0004120552621316165,0.00020040324779984074,0.0007250345995998942
0.5971186440677966,-1.2658656278151232,0.0004300433211028576,0.00020746941481775139,0.0007570915244286881
0.6050847457627119,-1.2658656278151232,0.00044888246338814497,0.00021658361256413628,0.0007919881638372317
0.6130508474576271,-1.2658656278151232,0.0004686156753450632,0.00022315023234114052,0.000828323700989131
0.6210169491525424,-1.2658656278151232,0.0004892880679108202,0.0002315799709322164,0.0008727277803700418
0.6289830508474576,-1.2658656278151232,0.000510947429575026,0.00023930246352392713,0.0009196673738188111
0.6369491525423729,-1.2658656278151232,0.0005336434696801007,0.0002477217101841234,0.0009693515225080773
0.6449152542372881,-1.2658656278151232,0.0005574292154051363,0.00025743800797499715,0.0010232067084871234
0.6528813559322033,-1.2658656278151232,0.0005823603132739663,0.00026621998913469727,0.0010813698172569277
0.6608474576271186,-1.2658656278151232,0.0006084953201934695,0.00027580836685956454,0.0011397337628295647
0.6688135593220339,-1.2658656278151232,0.0006358959944918752,0.00028571013535838574,0.0011985891498625279
0.6767796610169492,-1.2658656278151232,0.0006646274705417454,0.0002959095472760964,0.0012673499295488
0.6847457627118644,-1.2658656278151232,0.0006947583169676363,0.00030372744804481045,0.001345448338543065
0.6927118644067797,-1.2658656278151232,0.0007263607694767416,0.00031245819482137447,0.001425025280332193
0.7006779661016949,-1.2658656278151232,0.0007595112547278404,0.0003206148867320735,0.0015062411810504272
0.7086440677966102,-1.2658656278151232,0.0007942899246700108,0.00032992249834933317,0.0015845175978029147
0.7166101694915255,-1.2658656278151232,0.0008307815878652036,0.00034052592745865696,0.0016718884144211194
0.7245762711864406,-1.2658656278151232,0.000869075593072921,0.00035173999131075104,0.0017717558250296868
0.7325423728813559,-1.2658656278151232,0.000909266178496182,0.0003610140644013882,0.0018801752128638333
0.7405084745762711,-1.2658656278151232,0.0009514526464045048,0.0003706684037751984,0.001989675994263962
0.7484745762711864,-1.2658656278151232,0.0009957399452105165,0.0003822269725787919,0.002108525868970901
0.7564406779661017,-1.2658656278151232,0.001042238436639309,0.0003893482586136088,0.0022255111485719684
0.764406779661017,-1.2658656278151232,0.0010910648852586746,0.00040065360444714316,0.0023572267324198037
