theta_0,sigma
1.367755,1.1170645
1.3601037,1.1913934
1.4906647,1.3481855
1.5052344,1.3650167
1.0080996,1.2724879
1.1656514,1.4277929
1.6487763,1.3585149
1.1821175,1.1603698
1.5643798,1.5748396
1.5454669,1.330087
1.3469647,1.4674721
1.5237143,1.3426919
1.5237143,1.3426919
1.3194996,1.289772
1.38336,1.469784
1.2252783,1.0965046
1.5196842,1.5704062
1.2113004,1.139645
1.2113004,1.139645
1.5226803,1.3632123
1.2140453,1.5487611
1.4533376,1.2520863
1.5194755,1.514682
1.3666999,1.5229654
1.0020567,1.3985269
1.5473125,1.4266008
1.1270753,1.3798776
1.1150042,1.4900645
1.5921832,1.5260192
1.5921832,1.5260192
1.1476208,1.3328118
1.1275442,1.2945268
1.5114478,1.3354931
1.6641979,1.3779771
1.5233245,1.3239667
1.4450111,1.2357976
1.6040988,1.2012904
1.5568417,1.2643411
1.1215597,1.2211275
1.2784579,1.2458373
1.4494278,1.4399924
1.319396,1.3470298
1.1480796,1.2978513
1.6590413,1.5274353
1.0795976,1.21145
1.2848989,1.4791105
1.1142695,1.4072689
1.198951,1.3795006
1.4354403,1.2990563
1.3060454,1.4897535
1.4057268,1.2163938
1.4881489,1.1736901
1.5995741,1.477743
1.7272677,1.5421984
1.8792233,1.5652444
1.2662225,1.2961776
1.5252815,1.3282217
1.2347877,1.2624111
1.5074553,1.204267
1.514493,1.2662382
1.514493,1.2662382
1.223041,1.3175452
1.6374251,1.5126417
1.072465,1.1887723
1.2038828,1.2757945
1.5336347,1.3970555
1.290131,1.4198382
1.432231,1.2853649
1.5351933,1.354672
1.5351933,1.354672
1.7781389,1.3279008
1.5737779,1.370024
1.7102355,1.2061852
1.3749226,1.2464387
1.5657779,1.3410786
1.5657779,1.3410786
1.2829932,1.4237481
1.5060022,1.1622217
1.4990358,1.2621603
1.3839992,1.4671441
1.2800301,1.1246551
1.5394503,1.5908333
1.1061112,1.3946934
1.5839413,1.5557017
1.4858614,1.1151242
1.438718,1.4465764
1.2136662,1.2128415
1.2933183,1.3758656
1.3379823,1.2603672
1.2801383,1.392684
1.4130759,1.3825254
1.4487053,1.2379918
1.3929441,1.4949584
1.577328,1.3923292
1.3999859,1.32215
1.4260049,1.1688486
1.7479988,1.5328488
1.6044029,1.4783757
1.7117267,1.5140138
1.2822598,1.2616352
1.2581042,1.2564459
1.5728614,1.2676208
1.5728614,1.2676208
1.2103773,1.5288591
1.3822539,1.6477216
1.4322726,1.2960371
1.2874838,1.3773777
1.4487039,1.2681302
1.2151663,1.2749879
1.5371853,1.5342162
1.2865852,1.2734547
1.2952423,1.3151522
1.3801079,1.2916125
1.5245587,1.4443061
1.5521462,1.4584748
1.3737013,1.1533284
1.3433886,1.3716083
1.5081779,1.5442215
1.2114587,1.1534218
1.100863,1.1350297
1.3069689,1.2712903
1.4065042,1.3308904
1.4723161,1.5737069
1.2570527,1.2066057
1.2175173,1.1921346
1.1867666,1.3079011
1.4095476,1.499989
1.2738105,1.2532979
1.2001287,1.2518883
1.3352147,1.1752886
1.3361208,1.4015701
1.3266377,1.2911588
1.3300397,1.3458462
1.6471496,1.4988978
1.6033466,1.4618783
1.6649946,1.5338368
1.3234364,1.558356
1.2512863,1.152791
1.5101172,1.4510474
1.5239029,1.4037858
1.4471315,1.4366467
1.4906929,1.454361
1.3883293,1.2447687
1.1018957,1.3946593
1.4257542,1.559915
1.1939987,1.3932848
1.4675425,1.3619784
1.093937,1.3476079
1.450099,1.2956464
1.5005206,1.2809367
1.3546858,1.3680226
1.2563176,1.3239132
1.5325472,1.3222191
1.5144178,1.3262428
1.655996,1.3566601
1.324056,1.2712045
1.4379911,1.3867271
1.2671267,1.3104166
1.3605943,1.3979751
1.2607225,1.3428419
1.3959146,1.3114479
1.2916203,1.238193
1.5194446,1.3660395
1.5295336,1.4301045
1.1660213,1.3660986
1.311239,1.4567449
1.3943516,1.2759099
1.1233804,1.4187415
1.6333245,1.365294
1.6333245,1.365294
1.5115232,1.2801349
1.6960745,1.3105557
1.313319,1.2369642
1.3403902,1.5040519
1.5944829,1.4160109
1.2798194,1.2564135
1.3371496,1.2823191
1.4638278,1.4963353
1.5688863,1.2787703
1.4790977,1.3161411
1.4790977,1.3161411
1.4822628,1.3686836
1.4143053,1.3630152
1.6361628,1.5496526
1.5903121,1.55166
1.059509,1.4654107
0.9922043,1.444454
0.84123564,1.4514222
1.2409632,1.5115507
1.6311908,1.3432217
1.555004,1.311626
1.7578462,1.293048
1.6760329,1.3438275
1.5470846,1.4923567
1.3631192,1.194569
1.2089694,1.3784859
1.0464537,1.5444459
1.3278211,1.3196845
1.4497143,1.3122594
1.6470201,1.4217762
1.2236501,1.4097399
1.2236501,1.4097399
1.2236501,1.4097399
1.4150504,1.3102863
1.3482647,1.4271016
1.3468379,1.3065302
1.3745106,1.2989037
1.2261503,1.2099022
1.4736807,1.5689125
1.2653314,1.3391187
1.1886733,1.2173505
1.6739429,1.4274675
1.2513664,1.3971134
1.2083986,1.4208949
1.1757153,1.6127958
1.1011455,1.4672468
1.187141,1.3429742
1.1048172,1.336528
1.2317703,1.4310802
1.4109029,1.2426171
1.28875,1.4854012
1.355251,1.4325956
1.1688613,1.3946546
1.3914897,1.2451692
1.3914897,1.2451692
1.0336162,1.3851514
1.6379378,1.5118877
1.2222168,1.4061788
1.5182887,1.2624111
1.2002212,1.5201904
1.3758564,1.2535381
1.5037757,1.5241767
1.2577107,1.2189103
1.1097702,1.2133765
1.3087099,1.4093199
1.2411059,1.195489
1.291215,1.3367925
1.4036152,1.4276714
1.4756881,1.2118948
1.2317992,1.4827607
1.4568841,1.6505945
1.2391075,1.0876985
1.4791708,1.3322581
1.2636757,1.1986696
1.4032547,1.2258296
1.6872704,1.3406113
1.0484723,1.3223544
1.7900003,1.5001404
1.2006507,1.5022988
1.3349783,1.3323991
1.4010482,1.4064579
1.4228588,1.4406711
1.4469228,1.2589936
1.3642699,1.3920702
1.4824711,1.2728529
1.4824711,1.2728529
1.4486555,1.445143
1.2811692,1.2520422
1.339015,1.4323411
1.1871363,1.3439834
1.3122615,1.3019611
1.3886826,1.4241561
1.3103464,1.2559968
1.3464873,1.5301034
1.5717,1.5236194
1.5496286,1.4711546
1.400742,1.4724321
1.1464087,1.2387223
1.2253265,1.3673521
1.5142596,1.3738585
1.1971934,1.3661162
1.4972165,1.0924236
1.3482786,1.1644804
1.3482786,1.1644804
1.2512083,1.3539379
1.3792424,1.4355662
1.6230826,1.2271613
1.0312455,1.3837593
1.0339462,1.3811388
1.6147617,1.2794787
1.3037148,1.3416098
1.3183814,1.2515556
1.406297,1.4426582
1.1709131,1.1997179
1.3194208,1.1760294
1.541943,1.6617486
0.88343316,1.277111
1.3296866,1.5894175
1.266122,1.6997508
1.132893,1.4094034
1.6258744,1.2834921
1.3502625,1.4236503
1.3955728,1.3301651
1.221371,1.4341575
1.5005598,1.2790354
1.4181888,1.285433
1.1438439,1.4205167
1.4329416,1.2028108
1.2472534,1.3962016
1.2576532,1.3771056
1.3874665,1.4248424
1.3025873,1.2879223
1.4124953,1.3577454
1.3811737,1.3057477
1.3897707,1.5226407
1.2740245,1.2620671
1.2164192,1.498779
1.5275307,1.3108866
1.1650112,1.4454525
1.5589807,1.3511549
1.2672924,1.6025624
1.430155,1.2733619
0.90919346,1.4144096
1.2401819,1.1456293
1.2793635,1.1825807
1.2922431,1.3883201
1.4366534,1.2304566
1.4218796,1.2719868
1.1728458,1.5572363
1.1728458,1.5572363
1.450798,1.3015808
1.1112554,1.3361528
1.4279172,1.3380044
1.4279172,1.3380044
1.5649308,1.2216334
1.1222938,1.2535312
1.0004865,1.1399469
1.5681239,1.4474231
1.1669539,1.3646264
1.3034106,1.347258
1.4277449,1.3083036
1.29528,1.2616792
1.548646,1.4075418
1.5047643,1.4057219
1.1382104,1.2520213
1.6115458,1.2481443
1.1728629,1.3915751
1.2090646,1.2370466
1.111353,1.173198
1.4565841,1.2780956
1.460186,1.2947998
1.3631678,1.3860006
1.3480102,1.2915577
1.3165857,1.4712267
1.3318803,1.2263523
1.3381326,1.2277763
1.3722985,1.4665627
1.4241123,1.3537047
1.2920989,1.2425241
1.2920989,1.2425241
1.4839792,1.5161506
1.329055,1.2753803
1.3360618,1.2723067
1.1614136,1.4632659
1.3167738,1.1462588
1.2995207,1.3984053
1.202791,1.1873009
1.0877974,1.1607051
1.6075231,1.3925488
1.4158068,1.4406707
1.3555033,1.1913515
1.3695889,1.5007238
1.3178287,1.1753291
1.2357308,1.3446555
1.2525616,1.326685
1.1856763,1.6013641
1.5117849,1.4190984
1.5344694,1.1890907
1.1683165,1.5124884
1.3889678,1.3162773
1.7110834,1.3946781
1.7901559,1.452631
1.4953969,1.7036844
1.479201,1.4418123
1.4763635,1.267548
1.4712739,1.4228443
1.2190096,1.2901119
1.1648958,1.3121797
1.2816215,1.212586
1.3704388,1.4103531
1.5784377,1.2629998
1.6230646,1.225678
1.1035037,1.4767191
1.7780317,1.3520833
1.4706281,1.4663649
1.564107,1.4847589
1.5318944,1.297622
1.1949201,1.2139097
1.3837707,1.3003082
1.2237703,1.3796532
1.0788032,1.4106458
1.363862,1.4794233
1.5429986,1.3774533
1.3866891,1.3324096
1.3371025,1.2937396
1.1464574,1.4337466
1.6986952,1.5858016
1.5695448,1.415142
1.3679491,1.3391318
1.4285622,1.3555887
1.3741646,1.2612289
1.2762023,1.3132486
1.3734952,1.496304
1.3160424,1.2473207
1.3160424,1.2473207
1.2501397,1.4155428
1.3513317,1.292449
1.249762,1.4074914
1.2863834,1.3835709
1.4021417,1.4621053
1.4690441,1.4832428
1.2848274,1.3756063
1.5020676,1.2593098
1.5020676,1.2593098
1.4876841,1.2924397
1.1468116,1.4553677
1.5933149,1.5258683
1.0753336,1.2798312
1.067828,1.3339361
1.3630048,1.5442265
1.4841539,1.2801448
1.2732222,1.3730662
1.4123464,1.5257816
1.3840787,1.3303102
1.3792871,1.3164608
1.3835281,1.4239905
1.7534779,1.3643028
1.2611139,1.2158272
1.4090112,1.4594914
1.4255975,1.3007835
1.3808846,1.2623028
1.2891315,1.3033743
1.3355561,1.377245
1.3963109,1.3240292
1.3840663,1.117864
1.220011,1.5936569
1.3007377,1.5515519
1.2677091,1.5017588
1.3335507,1.3318732
1.3112074,1.300257
1.2372198,1.3923069
1.5428164,1.4255736
1.2825294,1.4039038
1.373796,1.3771492
1.061271,1.5730896
1.617948,1.1785829
1.617948,1.1785829
1.3279697,1.3713322
1.360609,1.2684658
1.3693303,1.2423099
1.5779732,1.5766103
1.5748069,1.6629783
1.5385495,1.2411746
1.4690696,1.5155615
1.3471928,1.4113376
1.3705416,1.2543011
1.2383025,1.2244039
1.4845692,1.493577
1.2721422,1.2489516
1.5176755,1.4062054
1.610377,1.433716
1.464976,1.2604576
1.464976,1.2604576
1.3477793,1.3722894
1.1349626,1.308564
1.4071889,1.4488319
1.3239713,1.4038575
0.9768433,1.3108344
1.4249451,1.5370892
1.0918233,1.315469
1.4346601,1.4692537
1.6532693,1.377002
1.4646639,1.849402
1.4386134,1.8855
1.1316223,1.1028467
1.3548409,1.6603442
1.1636792,1.5713663
1.8398887,1.5655776
1.581379,1.4440646
1.1846683,1.2144233
1.4485654,1.3419622
1.106413,1.7666358
1.176719,1.5836959
1.3820838,1.6825613
1.4430203,1.3865038
1.3116151,1.2858243
1.5427932,1.4022841
1.5650629,1.4393407
1.4196742,1.3124869
1.2735671,1.4715767
1.3358314,1.1738439
1.3358314,1.1738439
1.4797946,1.3527039
1.475744,1.3057894
1.2374921,1.2653515
1.3920864,1.4428489
1.390506,1.4105178
1.5527325,1.2622373
1.1808568,1.3836447
1.3555145,1.3012577
1.0231467,1.39854
1.3633955,1.4758465
1.4544785,1.1860161
1.3970978,1.3056022
1.3240266,1.3844047
1.4776527,1.3572208
1.2608498,1.276749
1.3210633,1.2865684
1.4488689,1.3832133
1.4360417,1.583276
1.4222955,1.5247759
1.3224735,1.2073407
1.4142551,1.4820105
1.2238001,1.5039198
1.3759769,1.5171177
1.435861,1.2998357
1.435861,1.2998357
1.2754271,1.4053009
1.4374772,1.6763779
1.3960696,1.4176364
1.2660848,1.4055922
1.3726015,1.3460729
1.3333235,1.3464341
1.4906162,1.5114981
1.2594892,1.1078572
1.3925561,1.8020312
1.359708,1.7620559
1.3403783,1.4478922
1.2764628,1.3266761
1.4476604,1.3753502
1.3511225,1.3211391
1.3511225,1.3211391
1.466151,1.5905539
1.2041239,1.1643704
1.4653512,1.4194095
1.1832805,1.4611734
1.1201792,1.3970696
1.1262822,1.3972981
1.3450204,1.3778042
1.4037923,1.3902524
1.2270967,1.415282
1.3553247,1.1157677
1.4581381,1.2454365
1.4771736,1.3847784
1.2303962,1.3407241
1.5625701,1.4419515
1.1283711,1.419235
1.1283711,1.419235
1.2440002,1.5770099
1.277109,1.6166549
1.21449,1.5159168
1.5201732,1.2274351
1.1349512,1.5049939
1.3447404,1.2196698
1.4002832,1.3775241
1.405689,1.430053
1.4421079,1.4381948
1.4058571,1.293429
1.4455489,1.2798743
1.2714497,1.4056364
1.3539302,1.5229083
1.3058244,1.4915655
1.613503,1.3100204
1.4126496,1.1664279
0.9482525,1.5163155
1.7456479,1.207915
1.0455211,1.7054142
0.9453031,1.5419564
1.8331122,1.606796
1.3582615,1.6284161
1.1730639,1.2757721
1.5623138,1.2486457
0.977429,1.4162704
1.4991041,1.4837979
1.4215121,1.3045781
1.1959031,1.3144507
1.410728,1.1042298
1.3187491,1.1289713
1.3621527,1.2060968
1.4806286,1.4043419
1.4868805,1.4363207
1.2287196,1.287797
1.4979509,1.406176
1.4979509,1.406176
1.1968808,1.2143716
1.7300361,1.4965209
1.3899227,1.2831438
1.2658806,1.2824636
0.95415205,1.3373419
1.7711222,1.4023727
1.7726041,1.4302136
1.2775353,1.3861436
1.2794966,1.2433984
1.3993853,1.3068514
1.4562459,1.5445846
1.4028724,1.2899219
1.348698,1.3792375
1.508342,1.2477216
1.1943271,1.4005034
1.1405151,1.2322567
1.5208856,1.3636953
1.4605317,1.3395028
1.5593653,1.3601027
1.3077894,1.3912435
1.3836837,1.2646898
1.3659871,1.4963694
1.1396481,1.2854414
1.1487371,1.2863792
1.5019157,1.2876703
1.2612326,1.4759009
1.3713,1.1583228
1.3494605,1.5541368
1.3008856,1.2414992
1.5548719,1.3747131
1.4375875,1.2425268
1.4198923,1.1942494
1.3390927,1.298255
1.4265558,1.5603218
1.21287,1.2378289
1.5774757,1.214526
1.6058254,1.2180415
1.5454496,1.2277124
1.480549,1.1610552
1.2705817,1.2662039
1.3851069,1.1600686
1.4478588,1.193681
1.2716397,1.4661663
1.4399917,1.2354884
1.4081469,1.3395463
1.4339646,1.2272226
1.5563694,1.2039071
1.334231,1.4477254
1.3201954,1.3577487
1.2496666,1.2060949
1.6613361,1.2082149
1.4486188,1.2081829
1.4590878,1.3797045
1.1248357,1.3038336
1.6339712,1.3460271
1.0872812,1.3883736
1.0293846,1.5772718
1.4541272,1.1945363
1.1600287,1.1863285
1.2537133,1.2614791
1.4667617,1.3084314
1.3060346,1.3005548
1.62362,1.3999965
1.5405926,1.3657684
1.6234361,1.4083694
1.2542273,1.2560897
1.2508334,1.3713789
1.4081163,1.2948377
1.249111,1.3400947
1.2821193,1.3086907
1.1978626,1.2792631
1.2953641,1.2004715
1.3058882,1.3375237
1.4181889,1.3008068
1.2971543,1.3897445
1.197932,1.4269865
1.2615143,1.4293834
1.6809499,1.5411843
1.8364736,1.5239185
1.4072328,1.6199299
1.3444303,1.5245713
1.1920165,1.4171264
1.1698899,1.4095652
1.5428013,1.2761569
0.8957674,1.283791
1.1216596,1.3229394
1.223996,1.5273889
1.4311498,1.4254496
1.4301076,1.4621242
1.298663,1.2297261
1.280557,1.5037873
1.2212735,1.3345482
1.4383657,1.3671848
1.2855693,1.1831386
1.7451384,1.2916118
1.1240754,1.2293499
1.5139637,1.2338318
1.4112347,1.3439025
1.1785735,1.1711051
1.5037781,1.4990735
1.2853274,1.2670045
1.1790929,1.4531491
1.5119292,1.2216716
1.0796862,1.3849871
1.5045877,1.4049089
1.4541616,1.4074928
1.272689,1.2381614
1.2923217,1.2660387
1.3888899,1.1605047
1.3360857,1.2260756
1.2395695,1.2840902
1.3827099,1.3901794
1.1065375,1.2954278
1.5192807,1.4920611
1.4707438,1.5583346
1.2358177,1.1571758
1.5231292,1.3505374
1.4505563,1.4266715
1.5461226,1.4525354
1.2090448,1.3004843
1.5577615,1.328195
1.1714773,1.3129222
1.4669907,1.2558573
1.3305985,1.3136635
1.3836379,1.3326571
1.3200803,1.3224316
1.4743944,1.1954601
1.267749,1.378002
1.6017042,1.3611106
1.2663876,1.360069
1.2498442,1.2464793
1.2498442,1.2464793
1.2376832,1.6294069
1.6414002,1.2503049
1.6414002,1.2503049
1.388661,1.3371329
1.4158933,1.2618688
1.4158933,1.2618688
1.1053091,1.2380319
1.3057421,1.3349718
1.211876,1.3674884
1.436362,1.439329
1.3311509,1.3826083
1.3752573,1.3237429
1.3793037,1.4040731
1.5226613,1.6254249
1.1692963,1.1759229
1.5951629,1.3536415
1.3273293,1.3733263
1.315347,1.3369672
1.4743419,1.4287012
1.1752745,1.5887654
1.2853395,1.3093953
1.4810644,1.3872737
1.5559058,1.3974453
1.0081003,1.4794877
1.4680043,1.3491354
1.3295656,1.2938625
1.556016,1.4639171
1.1447693,1.2836227
1.034342,1.213858
1.4586811,1.4747409
1.4398564,1.4120524
1.2191802,1.3063436
1.492663,1.2527659
1.3329849,1.164895
1.3791897,1.1849229
1.2063442,1.382029
1.3812026,1.271853
1.251273,1.2773743
1.4621438,1.4430097
1.2215203,1.3091731
1.3169295,1.3157523
1.3169295,1.3157523
1.2320251,1.5721788
1.3784162,1.583566
1.3416971,1.1535864
1.4016922,1.3177099
1.3224893,1.3796314
1.3275001,1.2439263
1.4067609,1.3286843
1.4453105,1.3550267
1.2964615,1.3390343
1.4908358,1.4251897
1.5377874,1.4248272
1.3195299,1.4297994
1.5215229,1.4175897
1.1850072,1.237266
1.6202723,1.2420619
1.4632972,1.365996
1.2555745,1.3256464
1.3250024,1.2927178
1.2983226,1.4883981
1.2496663,1.3049116
1.5359123,1.4560889
1.1744817,1.2527449
1.6949787,1.4590096
1.6949787,1.4590096
1.2135134,1.6104943
0.9210119,1.5333135
1.1445724,1.626551
1.1011341,1.5879611
1.1353443,1.6722211
1.3755542,1.3654048
1.3770405,1.3976018
1.388799,1.4225036
1.3664404,1.260158
1.3520375,1.2766821
1.2699304,1.2845558
1.2199396,1.3840746
1.6015604,1.2547503
1.4248838,1.4942487
1.2663196,1.374849
1.4313592,1.4045306
1.4417005,1.4046013
1.2754475,1.4758372
1.2754475,1.4758372
1.3843896,1.2971259
1.3590822,1.3793459
1.4333143,1.2810313
1.2093201,1.2787541
1.4440188,1.4183846
1.4440188,1.4183846
1.3276453,1.3257378
1.0785167,1.8436892
1.1020716,1.82903
1.4775505,1.2517762
1.4840847,1.5084503
1.2347169,1.2190006
1.1725483,1.4848199
1.5545782,1.1989884
1.1556296,1.4601872
1.4516847,1.4699597
1.1991106,1.3463376
1.513909,1.4020199
1.3616016,1.2054106
1.4727702,1.168881
1.4727702,1.168881
1.1256974,1.5653253
1.522217,1.3081542
1.3180614,1.1881303
1.2023284,1.1441753
1.1097529,1.1452272
1.1860232,1.308603
1.3535482,1.1682279
1.4111497,1.2199683
1.3822366,1.1778811
1.3466288,1.5054078
1.40816,1.2392293
1.2399265,1.3377593
1.4623238,1.4197803
1.3840033,1.2452934
1.5733945,1.3653113
1.6792171,1.4126554
1.6908557,1.413871
1.8536705,1.416069
1.7475412,1.321249
1.3244725,1.2752651
1.6588097,1.4201059
1.4644706,1.5639937
1.1657505,1.2742103
1.3562909,1.4259777
1.3562909,1.4259777
1.0088959,1.1083603
1.5601394,1.1710876
1.4975809,1.5550771
1.4021752,1.5064656
1.3903662,1.1686703
1.5879841,1.3580391
1.6539146,1.3572772
1.2186103,1.2908378
1.3083061,1.451727
1.4127893,1.2426772
1.3903283,1.2159895
1.4098412,1.3290193
1.3025969,1.3808966
1.3938911,1.1759487
1.4974954,1.5294018
1.6537825,1.2088389
1.3604085,1.2237163
1.4413584,1.1897469
1.3129185,1.476759
1.4757338,1.2337022
1.1288447,1.3999456
1.5908616,1.4383483
1.5917025,1.4388856
1.4715911,1.4358691
1.2530361,1.3395844
1.0085518,1.2921363
1.4894751,1.365565
1.5707284,1.5128652
1.5888609,1.647159
1.6902524,1.6537659
1.6278636,1.551446
1.1396122,1.206138
1.3811781,1.1938878
1.5349072,1.3729775
1.2935543,1.2900549
1.2310107,1.3438523
1.0466298,1.2797811
1.1875281,1.3396647
1.0494008,1.3585137
1.5423192,1.3250757
1.5946392,1.3146362
1.4709412,1.4089726
1.3292665,1.206784
1.412748,1.4519845
1.2942828,1.2961944
1.3950231,1.4398775
1.3721932,1.4841967
1.732575,1.3782148
1.4279305,1.3946596
1.2931385,1.2941037
1.3458428,1.353438
1.3703437,1.3041629
1.2308207,1.4330122
1.3157178,1.2885243
1.0726861,1.4836555
1.1631836,1.3581301
1.4157298,1.2425404
1.4157298,1.2425404
1.1604083,1.4278808
1.244166,1.3350416
1.3456204,1.4004432
1.4215153,1.3258632
1.2992886,1.3266082
1.2992886,1.3266082
1.2901949,1.3670384
1.4320692,1.3135717
1.3009032,1.3435425
1.220823,1.3694535
1.1072409,1.3602626
1.3774409,1.3370574
1.1229838,1.3230896
1.1922766,1.356852
1.1710868,1.383079
1.2892677,1.3281343
1.252137,1.3337154
1.5163355,1.4273217
1.1009959,1.3183626
1.5342817,1.340646
1.1668793,1.1117975
1.6536033,1.371962
1.4358044,1.5386996
1.108367,1.4947869
1.2414906,1.5255253
1.2693311,1.3263555
1.4436013,1.3363414
1.4145118,1.566776
1.477611,1.295023
1.5065559,1.2483401
1.5394807,1.2128851
1.2730865,1.1428688
1.7344745,1.5174061
1.7305195,1.3956791
1.6655304,1.4136175
1.5734601,1.3986758
1.4844799,1.402399
1.3906544,1.3338742
1.3356147,1.3489518
1.3926752,1.2606757
1.2299632,1.4123342
1.268312,1.3127213
1.078715,1.4662733
1.3484372,1.4956107
1.3401054,1.172603
1.3285537,1.5037398
1.5505414,1.480869
1.6538621,1.5129321
1.1922187,1.2793819
1.2815952,1.336272
1.5152026,1.3336508
1.1153988,1.3191364
1.2063397,1.3521953
1.5592858,1.5754805
1.8887434,1.4410161
1.1067702,1.4142187
1.5675658,1.2403584
1.3915709,1.5203272
1.3915709,1.5203272
1.2980301,1.424549
1.2540065,1.3749399
1.4715941,1.3200891
1.1760128,1.3030697
1.2321107,1.1385723
1.2215654,1.1496077
1.3643854,1.5949066
1.3183285,1.3678343
1.2946051,1.4762524
1.3811095,1.437756
1.5303403,1.29314
1.2279551,1.453949
1.6843915,1.3558843
1.3219767,1.575349
1.3053178,1.316248
1.3053178,1.316248
1.3857479,1.2790279
1.4721212,1.5858934
1.427578,1.6223025
1.2137347,1.64005
1.0303333,1.4910684
1.2285345,1.3311006
1.5387826,1.3971181
1.1680025,1.189507
1.6511602,1.6532125
1.252475,1.1209135
1.4038699,1.2518681
1.362676,1.1900958
1.2756894,1.5510561
1.1636143,1.201753
1.5645325,1.5426788
1.185118,1.1722459
1.3058763,1.2318904
1.3732454,1.400024
1.2517121,1.2874868
1.4796274,1.3452698
1.2296824,1.3571134
1.5398399,1.401774
1.1963071,1.1735744
1.5514932,1.5406039
1.346023,1.6737502
1.2979635,1.3976383
1.3849779,1.3371428
1.5357912,1.2989058
1.0086601,1.4206069
1.005078,1.4628234
1.275391,1.2883205
1.208405,1.5563847
1.1790763,1.411418
1.344115,1.198838
1.6287276,1.3330638
1.2645965,1.2221185
1.313274,1.2351167
1.4148952,1.3585258
1.2437599,1.3981036
1.4237361,1.2282789
1.3106129,1.4100001
1.417529,1.2976458
1.313967,1.3531235
1.4175943,1.3561724
1.1524847,1.3820553
1.5840733,1.301546
1.1170617,1.3450966
1.0536642,1.377484
1.5646377,1.2172316
1.1786608,1.4490368
1.4272919,1.2458668
1.2400339,1.2585047
1.3923626,1.3782705
1.3923626,1.3782705
1.3461844,1.3486207
1.426886,1.2119718
1.5227706,1.2960281
1.230227,1.3541307
0.9438965,1.3266486
1.3269751,1.2376425
1.3938541,1.4990566
1.4435958,1.53915
1.4625739,1.4841485
1.2693892,1.1991155
1.2502315,1.2146928
1.4420779,1.387121
1.0374508,1.5666308
1.4142118,1.1156857
1.1011032,1.2828074
1.6118165,1.516859
1.2613958,1.3514632
1.4984747,1.4754438
1.3574742,1.4303046
1.3700259,1.300694
1.3185517,1.4091129
1.2680482,1.3437614
1.4962901,1.2985241
1.2102726,1.4114432
1.3736101,1.517893
1.3375759,1.2080618
1.2906554,1.6096306
1.4382364,1.6155114
1.2830412,1.1445218
1.4670426,1.2871919
1.3175108,1.510332
1.353138,1.4759078
1.5561775,1.5632393
1.0926201,1.3905392
1.0926201,1.3905392
1.2923349,1.2203152
1.1972957,1.5650835
1.5111476,1.4009337
1.4142965,1.5674744
1.4193183,1.6617017
1.2201036,1.2968669
1.2229147,1.2735531
1.0877954,1.3769028
1.524637,1.4440088
1.2195832,1.3153311
1.3863946,1.2940567
1.3337394,1.3865699
1.4296411,1.3104298
1.3449638,1.4443076
1.4056965,1.3731595
1.4056965,1.3731595
1.4056965,1.3731595
1.4056965,1.3731595
1.1881521,1.2947679
1.7686344,1.3974696
1.51532,1.1396301
1.5481673,1.2917674
1.2606999,1.2710471
1.3774761,1.3841087
1.5269125,1.2884691
1.5315068,1.2986407
0.98050046,1.4214327
1.4668782,1.1627771
1.3374054,1.7257624
1.4607486,1.1447691
1.3227793,1.1347997
1.5042208,1.2782336
1.3081086,1.3574739
1.5142515,1.1494409
1.4253893,1.6237841
1.3308392,1.3214388
1.4153625,1.3227522
1.4100189,1.3210976
1.6674222,1.3629879
1.0750082,1.3995582
1.0512887,1.7091011
1.0978845,1.5477123
1.4145514,1.4875919
1.4426723,1.2754407
1.3402761,1.240378
1.3488837,1.4352882
1.3669826,1.2273307
1.4125316,1.186894
1.3303282,1.1383219
1.4058492,1.5727541
1.3635931,1.384236
1.515482,1.5351851
1.2968153,1.5375577
1.2068142,1.4704401
0.96988857,1.3106527
1.3521961,1.4318986
1.7085338,1.2553275
1.2348112,1.3247104
1.2348112,1.3247104
1.4096125,1.2646005
1.3279827,1.2706356
1.4815053,1.2152025
1.1415317,1.5236356
1.5667843,1.2067937
1.4612149,1.0944154
1.3434911,1.4884753
1.2218457,1.4024525
1.5144769,1.328563
1.5824822,1.4800203
1.4025552,1.399425
1.482605,1.4472914
1.8216074,1.5410028
1.44338,1.461899
1.2495795,1.3404061
1.5290197,1.3120427
1.5651114,1.2750125
1.5273155,1.1995428
1.534569,1.3896873
1.0774643,1.424736
0.9954097,1.4579852
1.2419808,1.7332006
0.9557691,1.4270499
1.1026345,1.4035276
1.0961726,1.4028748
1.3785915,1.3192437
1.3995569,1.4630378
1.3375677,1.2994366
1.0024202,1.5887879
1.0398215,1.521667
1.0909296,1.7339501
1.4663273,1.2023853
1.3683971,1.208604
1.6276371,1.5214648
1.4592364,1.6445113
1.2509556,1.1746202
1.2829334,1.1502964
1.4918474,1.3113555
1.3824227,1.4225988
1.3616285,1.3456328
1.4665955,1.3283619
1.2919158,1.3418319
1.3342881,1.5109533
1.3076347,1.2554563
1.3750929,1.5099113
1.4783072,1.6127588
1.6074809,1.2875111
1.434011,1.3783
1.273295,1.5617586
1.209748,1.4090693
1.451216,1.2829177
1.5964231,1.3188386
1.5212244,1.3686324
1.2776568,1.3917937
1.3143064,1.5497155
1.5327495,1.2404422
1.3825756,1.1686589
1.34655,1.5716974
1.7620246,1.2276239
1.0490725,1.5268369
