theta_0,sigma
1.5714802,1.6577001
1.4644758,1.4002934
1.5794039,1.3737898
1.6426052,1.2407485
1.3447304,1.3830643
1.407622,1.4007844
1.3150768,1.3443367
1.8094169,1.515409
1.2649543,1.2334182
1.1778132,1.6891489
1.8130442,1.2805154
1.4115621,1.366639
1.3721449,1.4055978
1.3871667,1.4227872
1.6147282,1.3977308
1.4323176,1.3694534
1.7018458,1.4656582
1.6082551,1.5359001
1.4867945,1.1852387
1.3816589,1.1571062
1.482747,1.1400443
1.4672135,1.2040439
1.3898314,1.1469148
1.4048308,1.3449191
1.5104039,1.4458784
1.4627472,1.3128047
1.575125,1.4322866
1.5346345,1.2474661
1.2326678,1.2189745
1.8433086,1.5738873
1.5026624,1.3809878
1.5431018,1.3676999
1.4381379,1.4257864
1.6004654,1.3261533
1.4221921,1.4233689
1.5960119,1.2907209
1.5037713,1.3372877
1.4902486,1.3215084
1.2927945,1.398915
1.3013928,1.568946
1.2381214,1.4927915
1.4879367,1.683372
1.4593843,1.7518523
1.5438355,1.7040179
1.3554747,1.3952532
1.3535103,1.4758685
1.7497262,1.3337739
1.6792874,1.2222031
1.655,1.267113
1.4834981,1.2052975
1.6626188,1.4506577
1.3680625,1.4077978
1.4849658,1.4316301
1.6965222,1.4230255
1.6470512,1.4529023
1.6352702,1.4080156
1.690031,1.4246486
1.5573336,1.4254122
1.529667,1.3332994
1.6903856,1.5478426
1.3421617,1.4573188
1.2068478,1.3935888
1.8065139,1.1584201
1.7753121,1.1747398
1.6734455,1.2136484
1.7000464,1.3258593
1.9235697,1.3795874
1.5479742,1.4120972
1.4860526,1.4412978
1.5771441,1.3629816
1.4632913,1.1875888
1.6435612,1.4367448
1.3934133,1.3908219
1.6407324,1.310481
1.5295928,1.3423758
1.4770054,1.292285
1.6435068,1.4935479
1.4047692,1.5195224
1.4251726,1.5678475
1.3337843,1.5886183
1.2467334,1.4305792
1.7609648,1.2946858
1.5104554,1.4799113
1.483779,1.2763532
1.4803809,1.4642411
1.4329695,1.3687347
1.3963922,1.327595
1.4092289,1.3256519
1.3405946,1.3338389
1.2645785,1.6823733
1.6673256,1.4925778
1.5718566,1.4501375
1.513164,1.2941242
1.3853285,1.1638355
1.6105318,1.2487411
1.7430556,1.3373351
1.287625,1.3790478
1.5595584,1.290041
1.4412826,1.3887146
1.3749197,1.3595126
1.455218,1.5570872
1.5076661,1.2601691
1.5071272,1.234921
1.6130824,1.4420593
1.6189032,1.2703397
1.519247,1.5421565
1.3743687,1.1938097
1.4585636,1.3421252
1.2378508,1.6554322
1.3476615,1.639617
1.3610547,1.6369936
1.3689871,1.6618965
1.2619741,1.4426944
1.6734885,1.3988793
1.4911973,1.4394919
1.1888046,1.3637712
1.1236635,1.4856265
1.5138227,1.2446885
1.2799551,1.324855
1.3443618,1.172918
1.4288138,1.627055
1.525626,1.5591867
1.6825774,1.3141344
1.8080142,1.3266912
1.8966551,1.4989038
1.3593717,1.5628763
1.3038534,1.6029967
1.4064405,1.6485362
1.2403057,1.8831226
1.2407985,1.6744655
1.7983679,1.2112962
1.1919694,1.5529648
1.7925792,1.2672081
1.3062081,1.5786564
1.2240016,1.6066575
1.1632054,1.5633812
1.8365388,1.2407205
1.6850928,1.3728187
1.514673,1.3428187
1.5781238,1.4675645
1.7206889,1.1961622
1.3791677,1.677134
1.4497672,1.7182503
1.4698875,1.2468925
1.5790038,1.433906
1.5579838,1.486547
1.1490433,1.417679
1.883963,1.3202083
1.253057,1.5314599
1.0951389,1.5244944
1.7000095,1.5059931
1.5187324,1.4030416
1.5774307,1.3386992
1.465652,1.2876179
1.5370167,1.3593361
1.5033565,1.3808222
1.4630951,1.3460443
1.5878295,1.3766663
1.4815211,1.387827
1.2637411,1.2236372
1.2151442,1.2589872
1.849573,1.6079793
1.8986175,1.6353766
1.6811613,1.5145973
1.6036766,1.5130711
1.5758972,1.4628167
1.5427341,1.3793964
1.3145126,1.437466
1.7158902,1.3152995
1.3058026,1.4916136
1.4480852,1.3429245
1.5344856,1.3312075
1.6470199,1.3677597
1.6253693,1.339484
1.6775486,1.3684448
1.5162326,1.3070194
1.4953822,1.4204894
1.4424214,1.4107078
1.8864244,1.3325237
1.9731979,1.338608
1.0965506,1.6238782
1.6587907,1.2824447
1.640089,1.6244848
1.1634904,1.3383636
1.2226582,1.5736191
1.7746241,1.216705
1.8328295,1.1471326
1.5740566,1.4133801
1.7383885,1.3078673
1.3890084,1.5585656
1.4678859,1.5175401
1.5039536,1.2556565
1.7579817,1.336699
1.2479178,1.4362848
1.7309828,1.4124007
1.6616672,1.4564847
1.7718524,1.399705
1.4402139,1.3971268
1.259602,1.4951336
1.5368483,1.4560416
1.2871133,1.4316862
1.4030501,1.491947
1.5051978,1.3079114
1.5051978,1.3079114
1.442405,1.3024695
1.4883735,1.3149469
1.5605445,1.2531303
1.5952076,1.5700808
1.5023569,1.2388071
1.7048118,1.3720479
1.3015962,1.2867281
1.6667641,1.5450238
1.5745745,1.4075036
1.4740239,1.3391366
1.4612033,1.4622153
1.6019539,1.4985307
1.5028224,1.2838526
1.4946367,1.3808452
1.5870332,1.3513469
1.3310128,1.4653097
1.2813678,1.8119446
1.4783558,1.7524652
1.3581401,1.3883843
1.1932845,1.432549
1.4014125,1.3798021
1.407782,1.3920221
1.4577013,1.3661681
1.4370968,1.3929081
1.490502,1.3987688
1.4632686,1.5118154
1.4530184,1.4975741
1.4356935,1.3256584
1.5689667,1.3777443
1.5292419,1.4161999
1.4316056,1.268145
1.5478175,1.4016488
1.540693,1.244899
1.8203303,1.2078768
1.5591998,1.2988706
1.1412506,1.5976388
1.9370251,1.2605841
1.6421529,1.3136913
1.4589473,1.444813
1.5735617,1.2996302
1.2409093,1.2554965
1.2660252,1.3063878
1.7580566,1.336793
1.6295682,1.4602817
1.5868229,1.3865844
1.4584453,1.4176134
1.3662348,1.3495091
1.3659158,1.354365
1.5131751,1.4050245
1.5163112,1.3426492
1.6123792,1.3833292
1.5682187,1.088997
1.4467403,1.7388132
1.3661345,1.7677909
1.6249952,1.072993
1.6358308,1.0532677
1.7647563,1.5107049
1.8313065,1.4274943
1.8744935,1.5471575
2.0238376,1.4911243
2.0129018,1.4623682
1.8665264,1.5791727
1.7761887,1.5589179
1.3187026,1.2701087
1.7119929,1.5292051
1.4335399,1.3152583
1.729329,1.4283226
1.5609123,1.6327846
1.227066,1.4882157
1.1715448,1.4833715
1.277708,1.4659315
1.346139,1.440902
1.3766074,1.2461803
1.6856624,1.3414598
1.5188507,1.3788788
1.8490349,1.3859669
1.8343045,1.3807908
1.76332,1.3295059
1.1870056,1.5128562
1.2189231,1.3651761
1.4960018,1.5043981
1.6631054,1.3145497
1.6022481,1.3895996
1.5122192,1.3636066
1.4162349,1.3834418
1.6432321,1.2869217
1.6950414,1.2701023
1.7206758,1.3119726
1.2989895,1.4510872
1.5439991,1.2904903
1.628084,1.3913639
1.4478804,1.3404429
1.4845607,1.3061993
1.3701686,1.574603
1.6597241,1.5131496
1.5751133,1.526911
1.4680326,1.3355689
1.5213845,1.3956898
1.6467588,1.6389071
1.5110718,1.6022104
1.19742,1.4185795
1.794313,1.3834801
1.7247622,1.2213241
1.4594499,1.5324678
1.6502417,1.4105263
1.5770961,1.3326001
1.4879061,1.522316
1.5887852,1.2759758
1.6178638,1.4765563
1.3322487,1.6350859
1.6279967,1.327991
1.6664554,1.246115
1.7816668,1.2784958
1.2117258,1.523824
1.2530419,1.4915421
1.3153867,1.3916028
1.3086945,1.4306452
1.7032349,1.2559829
1.6937615,1.2335743
1.3340517,1.5048169
1.7226526,1.303896
1.669399,1.2933986
1.3815194,1.2744017
1.5938003,1.3178381
1.5877126,1.3057055
1.3443996,1.4682199
1.5182985,1.5244229
1.3375776,1.2836936
1.3815458,1.2058676
1.5333139,1.4263761
1.6470143,1.2789583
1.6686714,1.3055959
1.4073546,1.2512071
1.5170639,1.30327
1.4997579,1.4041947
1.6595026,1.4623666
1.9115075,1.4767039
1.5343437,1.6031783
1.5907534,1.4964452
1.5268496,1.4687331
1.5619121,1.4936507
1.559313,1.285386
1.5579168,1.4827571
1.6657554,1.4823129
1.7985578,1.2991159
1.5943079,1.6428536
1.4738036,1.4845381
1.5563378,1.4170107
1.5533493,1.4151947
1.5888867,1.3506879
1.4093202,1.4633969
1.4891982,1.2331861
1.5850629,1.5570507
1.7389015,1.3016571
1.5897158,1.2851083
1.6098213,1.5932968
1.4225271,1.3180143
1.7576768,1.4310398
1.6574389,1.4736042
1.6348038,1.4509382
1.6585737,1.5559199
1.4677755,1.4619603
1.7189348,1.3740168
1.4367852,1.4785023
1.6323558,1.7473199
1.6105173,1.6823316
1.4530282,1.4990693
1.3268166,1.522443
1.7561345,1.5957416
1.6129335,1.445696
1.4945096,1.3455696
1.5997362,1.3925428
1.6440052,1.6011276
1.7058221,1.3824124
1.7274913,1.387753
1.743397,1.5477164
1.7100387,1.446959
1.3441726,1.3086184
1.3972955,1.2297015
1.3972955,1.2297015
1.3320922,1.3319048
1.7124052,1.4155316
1.3681709,1.4434062
1.5788615,1.6650922
1.4700884,1.1234287
1.4684409,1.1095281
1.4145311,1.1461225
1.3850472,1.376359
1.6502627,1.3648963
1.5812916,1.4534495
1.2753369,1.3547628
1.5576813,1.5752965
1.62453,1.2517251
1.551041,1.6842395
1.6409794,1.6672069
1.4348559,1.2548006
1.7645134,1.4377096
1.5072514,1.4374903
1.5180249,1.4944978
1.5957347,1.4633405
1.2109007,1.3003925
1.6884643,1.499795
1.6626542,1.4890893
1.6651491,1.3737221
1.2788285,1.3382113
1.3484867,1.4940832
1.3765284,1.3034296
1.4373082,1.3697578
1.2962173,1.3701454
1.375748,1.2487036
1.7171378,1.4690049
1.5249872,1.3268894
1.4145182,1.3003006
1.3841369,1.3221204
1.6635143,1.3972628
1.5317464,1.2715065
1.6644473,1.374554
1.422717,1.3206515
1.5019126,1.5420034
1.1429543,1.7142895
1.7310771,1.3096557
1.891267,1.417284
1.3071237,1.267404
1.4034972,1.2630078
1.5668552,1.3251417
1.3766508,1.3526111
1.6712929,1.4015386
1.4782068,1.2925441
1.6418417,1.3945652
1.6661565,1.389579
1.5240648,1.3120999
1.5491345,1.4136468
1.5097443,1.43975
1.7668352,1.4631689
1.8227077,1.5326039
1.381077,1.6478578
1.4775769,1.6418235
1.4920852,1.3965112
1.5937471,1.2866588
1.4959393,1.5114305
1.6260034,1.5842717
1.5743235,1.2058718
1.4404072,1.7419825
1.3666987,1.6350315
1.3520513,1.2970021
1.6414912,1.4492922
1.5715994,1.3693922
1.4200027,1.2708778
1.6543262,1.416232
1.31919,1.2202053
1.7637975,1.4576874
1.8176425,1.4244597
1.8445864,1.4252774
1.1124893,1.367261
1.6875879,1.6290193
1.7180897,1.3608831
1.7320348,1.2371684
1.2339077,1.5856459
1.8217351,1.4321805
1.6346586,1.485178
1.4475889,1.2916958
1.5776305,1.3884926
1.637103,1.2768556
1.6539979,1.389722
1.6977626,1.6726741
1.6811782,1.6189432
1.587507,1.7039238
1.7072392,1.3003485
1.6125125,1.2869489
1.6399832,1.2842549
1.5210885,1.4347062
1.2776443,1.4545847
1.4435779,1.3766675
1.6390593,1.471461
1.5813538,1.5238138
1.5666667,1.4972497
1.5734417,1.3037978
1.6426336,1.2893345
1.4307742,1.4694924
1.3580818,1.4543678
1.5081149,1.3375489
1.6387676,1.4676765
1.6598885,1.2579417
1.2417815,1.5951167
1.267468,1.5644226
1.5404792,1.5190959
1.6720395,1.511385
1.5383221,1.4539208
1.4831901,1.3034925
1.5822607,1.2755343
1.2630242,1.4393446
1.3010446,1.4814134
1.4989192,1.4509082
1.4989192,1.4509082
1.4133432,1.5979297
1.7084622,1.8201602
1.6962006,1.80544
1.1924895,1.3335431
1.1381198,1.2382802
1.1786549,1.2585051
1.3260349,1.2466105
1.9764106,1.5759935
1.7718868,1.5342036
1.6254529,1.4710672
1.5013164,1.3610392
1.4355024,1.479578
1.7897432,1.3758925
1.2676057,1.4046749
1.5887257,1.4237139
1.5035491,1.1689336
1.4036866,1.2361952
1.2651842,1.2639484
1.6772794,1.3414621
1.1129125,1.2903861
1.587032,1.3710507
1.4411227,1.3835742
1.6703373,1.1695712
1.4414783,1.5459183
1.4454131,1.7028573
1.4382149,1.7454817
1.0732269,1.4533424
1.2846452,1.3611982
1.3740077,1.2867565
1.5000496,1.417548
1.4367386,1.3333182
1.323872,1.3389032
1.3655862,1.3045316
1.5105513,1.4653535
1.0548006,1.5918548
1.4060584,1.2972686
1.205044,1.3184874
1.3478636,1.2431431
1.2324542,1.2866933
1.3091358,1.3684549
1.6672405,1.3888307
1.3456478,1.5328249
1.6692631,1.2693331
1.1061441,1.5625296
1.5970857,1.181949
1.2077742,1.5268779
1.1421419,1.5949328
1.6854951,1.2853886
1.0630586,1.3202813
1.3540987,1.39397
1.454013,1.4910566
1.1712898,1.3173729
1.4675184,1.2166567
1.1438116,1.4196577
1.4617928,1.8438318
1.588127,1.389959
1.6047591,1.4342036
1.3757154,1.2614368
1.3757154,1.2614368
1.548879,1.3574392
1.1316066,1.3423924
1.3023673,1.2657621
1.5190083,1.3821709
1.439693,1.458277
1.3016862,1.2739093
1.3697577,1.2735193
1.2074957,1.3902639
1.3494052,1.1476134
1.3605905,1.3675718
1.3605905,1.3675718
1.1588736,1.3074334
1.0596712,1.2150606
1.0596712,1.2150606
1.3319943,1.5385602
1.6185699,1.4927427
1.1954026,1.4286036
1.355531,1.262573
1.3953027,1.3901474
1.1083642,1.5084434
1.0933586,1.5292062
1.5764613,1.2752696
1.5229522,1.1568543
1.2385081,1.3727381
1.5405109,1.3857129
1.2771564,1.2010386
1.2871236,1.1545409
1.3407891,1.4927692
1.2470467,1.481389
1.4696442,1.2291522
1.5162458,1.1937819
1.2104269,1.5587773
1.180334,1.2797521
1.180334,1.2797521
1.1213748,1.3720015
1.3904891,1.408
1.4561154,1.3021849
1.902124,1.4276005
1.4614668,1.555329
1.2746089,1.1663234
1.3531874,1.3256348
1.3670512,1.3527074
1.3336569,1.3593857
1.3761401,1.3532267
1.389542,1.3390815
1.2034237,1.5320454
1.4262266,1.2489973
1.3445431,1.5503442
1.2820483,1.5076709
1.4810817,1.2288816
1.278231,1.4211738
1.4066645,1.4017658
1.3366649,1.3424411
1.4075688,1.3931895
1.3284051,1.2463552
1.3840214,1.2484823
1.4210767,1.3148614
1.458061,1.5266907
1.2222177,1.243587
1.4229889,1.2886511
1.3623751,1.367305
1.7578558,1.3340505
1.5988945,1.3974285
1.7652748,1.4014392
1.0168936,1.4299766
1.0661899,1.2807636
1.5640777,1.4279559
1.2590714,1.3729283
1.2201467,1.3981358
1.4962902,1.2764192
1.2580012,1.5011462
1.5948744,1.3833055
1.4094882,1.3800918
1.4776344,1.196158
1.151065,1.3404422
1.4734744,1.4150958
1.2928729,1.3538935
1.3762207,1.2850059
1.3085488,1.3359253
1.2190986,1.2987638
1.4670963,1.4896083
1.1838993,1.4295143
1.03239,1.5606866
1.4525476,1.1559331
1.3802725,1.1669375
1.3308094,1.4448967
1.2222568,1.2944741
1.7037762,1.2564027
1.2159209,1.4825318
1.4416488,1.4820783
1.2289215,1.3089811
1.1094717,1.2738969
1.5966572,1.6925758
1.6313245,1.6388446
1.524147,1.5897126
1.4296883,1.397482
1.2166426,1.2641892
1.4421397,1.3944367
1.2814621,1.2774428
1.7789886,1.2459537
1.0932242,1.3349828
1.3280015,1.2749335
1.193138,1.3761634
1.2352251,1.2936984
1.5524112,1.2939556
1.1651634,1.3554945
1.3656238,1.4169004
1.3567353,1.3163484
1.4060334,1.377974
1.5634934,1.1923151
1.4001176,1.355581
1.1768578,1.3590755
1.4016883,1.3507991
1.4436147,1.2226646
1.4627254,1.2553427
1.5962821,1.1798762
1.1852355,1.4605863
1.5442721,1.424293
1.2426218,1.1490177
1.7287455,1.3347553
1.3138669,1.6591978
1.3740659,1.7871721
1.1885102,1.1672882
1.2405056,1.2220484
1.1126318,1.7712271
1.4737924,1.137035
1.3128916,1.1639513
1.4279355,1.532542
1.2560233,1.3423212
1.3132674,1.4417778
1.3487401,1.3142328
1.5393264,1.4158616
1.3900577,1.3260139
1.3900577,1.3260139
1.5951526,1.3113853
1.314455,1.3781081
1.3573617,1.1932342
1.2592089,1.3650099
1.4495867,1.3671957
1.5163465,1.5536975
1.2972679,1.1245351
1.6396369,1.3401313
1.030901,1.4238174
1.5772569,1.3943894
1.3853862,1.2937317
1.6556175,1.3745935
1.2996116,1.2871294
1.6093516,1.2133899
1.1038029,1.4668884
1.4718556,1.3173908
1.2517405,1.366575
1.5227727,1.3791974
1.4587263,1.4139591
1.3578461,1.2639654
1.3412994,1.4773396
0.9247348,1.393212
1.6826023,1.4596322
1.5228093,1.359204
1.2008086,1.3586775
1.1465764,1.4587965
1.2857348,1.2467543
1.205312,1.2354692
1.3048784,1.4243324
1.465261,1.290047
1.3633034,1.4178616
1.4999261,1.5102916
1.4848732,1.3821125
1.4291588,1.4431758
1.3950932,1.4173458
1.2066307,1.416889
1.5121849,1.2330413
1.1417466,1.2825847
1.4819368,1.2770122
1.1166326,1.2679158
1.2669778,1.2392817
1.595718,1.2508614
1.5334235,1.2963469
1.2854785,1.4222265
1.5167488,1.4344778
0.9275008,1.3637302
1.3270134,1.5262963
1.4122887,1.2444638
1.4595144,1.3355365
1.0811294,1.3998474
1.1498915,1.4241681
1.3238814,1.4574785
1.6293062,1.1755525
1.1234331,1.4320612
1.5957257,1.2351062
1.0473742,1.584829
0.8901142,1.5070636
1.2658103,1.2684414
1.2172555,1.5943964
1.0925945,1.6303766
1.0615423,1.5867894
1.3346255,1.6304547
1.622252,1.3625466
1.6807119,1.380495
1.6084456,1.4192656
1.5588651,1.4386396
1.2845477,1.228014
1.3562071,1.5063109
1.4768286,1.4214602
1.3856686,1.2910237
1.3856686,1.2910237
1.3188173,1.4285839
1.5313061,1.1588362
1.1323875,1.5655673
1.1763949,1.1548239
1.3316753,1.5102106
1.3577507,1.5456973
1.2623397,1.2116607
1.061341,1.3543546
1.4739534,1.4978659
1.1261002,1.398489
1.355967,1.2240326
1.3618268,1.3753332
1.3200418,1.3803504
1.3958436,1.340887
1.3355113,1.2217349
1.1647512,1.448636
1.5011014,1.3450803
1.5011014,1.3450803
1.3133969,1.304233
1.4598,1.3456495
1.5305829,1.3538499
1.3725213,1.6047587
1.3967229,1.1614342
1.0725278,1.5062886
1.466688,1.340622
1.2555143,1.3491113
1.3416129,1.3722726
1.3978435,1.3673912
1.1750937,1.3023489
1.6488932,1.2675352
1.3246593,1.3005092
1.3385613,1.3775179
1.1516504,1.3481786
1.6030155,1.3880969
1.5799772,1.2975888
1.2698452,1.3755263
1.312785,1.3127334
1.3692925,1.3394792
1.4086158,1.4912653
1.6478497,1.3850104
1.0501969,1.3473177
1.4622272,1.2996124
1.2038192,1.4572058
1.3146263,1.1935819
1.3078109,1.6480676
1.4076028,1.1910595
1.4076028,1.1910595
1.2466321,1.2196577
1.4446533,1.5047116
1.4530722,1.4656456
1.2376069,1.5492295
1.5935404,1.4869758
1.2043936,1.2313595
1.1946061,1.2473094
1.3440682,1.4664903
1.4109904,1.2009445
1.4109904,1.2009445
1.1161417,1.3464562
1.2706025,1.4229244
1.409204,1.2109461
1.5083542,1.3628646
1.3314645,1.1308491
1.4448749,1.5411007
1.4040444,1.3007344
1.620277,1.3478888
1.620277,1.3478888
1.2553734,1.4306102
1.4677314,1.2495708
1.306485,1.2702361
1.3755286,1.1832045
1.3086631,1.1889861
1.2094207,1.4130108
1.5541149,1.3486776
1.2374015,1.398643
1.4349071,1.5049993
1.3566133,1.1731989
1.4070716,1.2256389
1.2705028,1.3963065
1.3569992,1.3125337
1.3764725,1.3913112
1.3764725,1.3913112
1.6261531,1.3602843
1.3448851,1.3082759
1.7211386,1.4734623
1.6000167,1.5242058
1.554489,1.6266375
1.5625949,1.4760242
1.4503717,1.3031499
1.2747856,1.3689684
1.1783148,1.2145464
1.1783148,1.2145464
1.3948992,1.3256176
1.160301,1.2799066
1.2019589,1.3100805
1.5786217,1.1114972
1.2358382,1.1815336
1.3018641,1.438524
1.6126622,1.3882041
1.137902,1.3923091
1.3997707,1.2396543
1.3355848,1.5361364
1.3658773,1.1565194
1.3186309,1.2705712
1.3985566,1.4022589
1.6277577,1.4087112
1.271421,1.4804678
1.403633,1.2819076
1.1508543,1.4037867
1.0957228,1.3788717
1.4800338,1.5014162
1.5918834,1.450568
1.1460158,1.2571238
1.2580205,1.2790568
1.4171985,1.1657656
1.3701284,1.1142843
1.3639826,1.6237094
1.279748,1.247253
1.5266868,1.3003159
1.2154702,1.3887314
1.3563956,1.297635
1.3250303,1.4019868
1.3655734,1.1613907
1.2166393,1.1295578
1.4632248,1.1860551
1.2427936,1.5107872
1.2985576,1.4841908
1.5532299,1.4173797
1.1272724,1.3025389
1.3265871,1.3897812
1.697189,1.591902
1.8243091,1.5644814
1.2553283,1.3715004
1.3980393,1.2780695
1.2203403,1.409491
1.4959002,1.2743728
1.3474109,1.462235
1.2942705,1.3380723
1.4185625,1.3348863
1.4308784,1.7114666
1.4705421,1.6279317
1.0831215,1.2814555
1.6722724,1.3847938
1.1516266,1.4750568
1.4064386,1.5471131
1.5105053,1.324405
1.2825032,1.231988
1.5768384,1.2261484
1.3584796,1.4126841
1.4505453,1.3570445
1.396911,1.2046008
1.4287121,1.193937
1.4672153,1.1895278
1.2488663,1.4638743
1.2125148,1.3399681
1.5056897,1.3294787
1.2644786,1.306936
1.415856,1.346432
1.1116432,1.4316955
1.4428679,1.2640336
1.5146612,1.2165048
1.1533904,1.2664843
1.572058,1.393161
1.1485204,1.2581532
1.2869791,1.4205072
1.1615709,1.3824754
1.5579892,1.2757361
1.6009805,1.2607671
1.1913706,1.3795255
1.7134217,1.1813295
1.518077,1.2489724
1.518077,1.2489724
1.1831129,1.407759
1.2169359,1.3881984
1.5677762,1.492445
1.1284394,1.3431892
1.2922881,1.3861939
1.4257083,1.4053845
1.2656513,1.5828104
1.3220749,1.6207436
1.6228961,1.4303733
1.5808997,1.4068446
1.1494367,1.2828885
1.1373494,1.2571472
1.3896677,1.4575417
1.1290267,1.104239
1.5418128,1.2981365
1.3047837,1.365655
1.3106374,1.2250656
1.2982892,1.2221593
1.3323344,1.4337151
1.099221,1.5148911
1.2937251,1.3484447
1.3653305,1.408639
1.4659381,1.3933455
1.2655357,1.3109063
1.433418,1.3253953
1.2852272,1.4258245
1.5869591,1.4275756
1.5221418,1.3815318
1.1376231,1.3355546
1.6412948,1.5155191
1.6371408,1.5670834
1.1965628,1.3701084
1.0635965,1.5204877
1.4811432,1.2383212
1.3488736,1.3588729
1.3947904,1.3654803
1.2179146,1.2514442
1.6017072,1.2770076
1.2155014,1.5137521
1.4845861,1.2568249
1.3656117,1.3403947
1.3587972,1.3431395
1.2693317,1.4183264
1.2808187,1.3056362
1.4243176,1.4240093
1.4649864,1.2075477
1.6187812,1.5130944
1.2660884,1.132044
1.702031,1.1789469
1.5551547,1.1975503
1.1447052,1.5221663
1.367551,1.3867202
1.2555104,1.2990642
1.3522166,1.3477702
1.422481,1.2110274
1.5104529,1.2676682
1.3992583,1.1958138
1.3727963,1.7451203
1.4103196,1.2778671
1.2584938,1.314172
1.4963129,1.3341012
1.3049046,1.4578077
1.3408862,1.3212332
1.3633882,1.2545577
1.3002648,1.3787131
1.0764698,1.4489629
1.4812019,1.2650402
1.3645383,1.3306932
1.3223007,1.3085284
1.5145881,1.2786765
1.3262177,1.525213
1.2243325,1.4146757
1.3794175,1.4425459
1.1691741,1.3481208
1.5581554,1.323252
1.1955625,1.4935405
1.5381663,1.3956101
1.417708,1.3423374
1.2017739,1.3125924
1.3686934,1.4012485
1.4018195,1.2930199
1.0798529,1.4357103
1.6870196,1.3285334
1.0694015,1.4299654
1.4048204,1.2454703
1.3233553,1.3041213
1.4169959,1.2364479
1.4065508,1.262695
1.593357,1.3497392
1.4363828,1.2783798
1.3147081,1.3713579
1.3836212,1.3445691
1.3371682,1.3225242
1.5020608,1.3379065
1.3667654,1.467377
1.2289588,1.4415989
1.4765753,1.4385797
1.3871615,1.5209818
1.2652563,1.2673291
1.1656296,1.6112808
1.1486318,1.3635099
1.6171671,1.2874241
1.5122402,1.3193344
1.4544365,1.5984981
1.3605692,1.5591295
1.1050559,1.4095243
1.4257185,1.2889806
1.2561835,1.3561894
1.4193034,1.2102869
1.330218,1.3283641
1.3076302,1.314536
1.2847584,1.1915529
1.2847584,1.1915529
1.2956467,1.3896856
1.838651,1.2406112
1.6907179,1.2892774
1.6066334,1.293413
1.3767418,1.3233731
1.3767418,1.3233731
1.3496962,1.361067
1.4456769,1.1628034
1.1819898,1.3028991
1.9426498,1.4573798
1.1295208,1.4738979
1.2735609,1.393987
1.3727459,1.2672293
1.3685399,1.4598656
1.4267195,1.2055714
1.3502895,1.5863564
1.4052892,1.6282477
1.3230675,1.7586322
1.2606596,1.1616548
1.5431722,1.5427828
1.2180488,1.279561
1.2416307,1.1756822
1.3232713,1.4006653
1.2476479,1.2692881
1.2746506,1.4020814
1.4367282,1.3360883
1.2531902,1.2937009
1.4716327,1.3586186
1.5763797,1.4561987
1.5302773,1.3559566
1.1940304,1.2805138
1.5650795,1.3292108
1.3020995,1.4479824
1.468398,1.4241431
1.4840624,1.2970717
1.2498976,1.4234952
1.337204,1.3253708
1.5533673,1.3013551
1.2805849,1.368299
1.539357,1.3176422
1.5201751,1.3442265
1.5240138,1.4638103
1.3438791,1.174998
1.4454714,1.3557917
