theta_0,theta_1,sigma
0.42499638,0.6430667,0.9968958
0.4419407,0.61629146,1.3689934
0.26031506,0.47402388,1.1534841
0.35679752,0.50004363,1.1752137
0.083199896,0.45453957,1.0479879
0.28058833,1.5983981,1.0973593
0.39612392,1.0291595,1.1386677
0.4652279,-0.20642148,1.1425416
0.47408754,0.6756938,1.2617899
-0.27421245,2.5679934,1.2498425
0.60266435,0.019754374,0.9986127
0.17544961,1.8426293,1.3452822
0.047958717,1.5951359,1.3495228
0.1640462,1.8063955,1.3692832
-0.034123883,0.811017,1.306801
0.10727077,1.6494019,1.3272988
-0.27036262,2.135348,1.0906368
0.38703048,0.12115764,1.039534
0.4576228,0.06857576,1.4210715
-0.2469168,2.1237392,0.94396114
-0.1386626,1.7092298,1.0155479
0.94012266,-0.13770156,1.2084411
1.0597986,0.056563012,1.1592307
0.97859806,-0.21269956,1.1838413
0.4532124,-0.2820416,1.1520696
0.31607845,1.004855,1.1720084
0.06870973,0.9527405,1.1145829
0.23940217,1.0127784,1.1178958
-0.03230604,1.5523096,1.2119086
0.13108096,1.2438368,1.1224483
0.09282003,0.7044525,1.1697289
0.36183488,1.2830993,1.115586
0.20870072,1.2774823,1.2998044
-0.02780796,1.5748861,1.2723763
0.6255497,0.36705682,1.2306795
0.39533052,-0.13077569,0.987846
-0.25674933,2.1169872,1.062778
-0.16840872,2.1752267,1.0992614
0.012252481,1.319461,1.096991
0.32985076,1.1629186,1.0278944
0.9606939,-0.22004671,1.229409
0.8074929,-1.006377,1.3736091
0.7256045,-1.2128112,1.4317737
0.7742712,-0.7286286,1.3413844
0.7003371,0.29107353,1.5084974
-0.08995756,2.4688258,1.1260601
-0.28153366,1.7195467,1.143573
0.44180372,0.495975,1.2195907
0.3911623,0.8820497,1.2686831
0.22267826,0.65980345,1.19727
0.48005056,-0.096387975,1.2221639
-0.320022,1.6094617,1.1413848
0.1631393,1.8841166,1.1781068
-0.06869799,1.3199687,1.0660056
-0.21664782,1.3338814,1.0548422
0.14290033,1.818139,1.0566018
0.14088891,1.5463104,1.1062529
-0.11538768,1.4950364,1.1677419
-0.04730718,1.4390798,1.192709
0.08264254,1.5967218,1.0964826
0.09174336,2.0493696,1.2028457
0.038829315,0.6162702,1.2520064
0.27679482,1.4026635,1.2985127
0.14527114,0.31545192,1.3918464
-0.45718142,2.0804212,1.28444
-0.3632517,2.174758,1.3128153
-0.37748477,2.0746725,1.3210148
-0.23030952,2.353049,1.3264376
-0.17981951,2.8113391,1.0059651
0.12708004,1.6015178,1.4177943
0.23617497,1.7881453,1.4168227
0.0983455,1.3982369,1.4776387
0.20410614,2.0426118,1.5646578
0.28076354,1.503462,1.5211442
0.2992337,1.2450973,1.5176877
0.46414322,1.1937503,1.5056379
0.066759616,0.75088215,1.2299496
0.13708182,2.0670295,1.3908491
-0.11290239,1.3047494,1.4579484
-0.5816676,2.9134686,1.0275527
-0.2063242,1.9239217,1.3254848
0.0123518985,2.006067,1.3144113
0.13325664,0.6039843,1.4758923
-0.103901654,0.86899906,1.0762894
0.23960069,1.1215554,1.1073407
0.22717166,0.43136382,1.079075
0.65718156,0.43282148,1.1416681
0.339932,0.0385846,1.1376323
0.06723014,1.879073,1.0096883
0.42215982,0.5651322,1.4655992
0.49966654,0.6653962,0.96234316
0.42206687,0.5481824,0.8664713
0.6065521,-0.30837938,1.1332718
0.48814788,0.11388889,1.1824558
-0.24070437,2.1081557,1.1951865
0.114303365,1.7218022,1.0057555
0.15600576,1.7203364,0.99113655
0.21131068,0.59340227,1.1554562
0.2358982,0.8131165,1.1897669
0.088496044,1.2073761,0.94734037
-0.017951498,2.0479813,0.984322
-0.09314641,1.8293376,1.0742425
-0.10583615,2.2488394,1.0108863
-0.18186605,1.905539,1.0418773
-0.25402972,1.8118155,1.3517574
-0.09971126,2.0956802,1.316211
-0.12795067,2.014756,1.3365886
0.61194104,-0.06484615,1.356932
0.30017588,1.4071075,1.0147278
0.36333328,1.3814932,1.014955
0.35822323,0.8847708,1.1413794
0.20211388,0.68422014,1.1919919
0.71812683,-0.06451795,1.1849192
0.16631663,0.79591393,1.2743267
0.17857662,0.5488187,1.3949605
0.13520917,0.4248578,1.2486511
-0.103198476,2.4528062,1.2603185
-0.21637781,1.946787,1.2649372
0.44062546,0.098305285,1.2135836
0.25269666,0.67450845,1.156019
0.21831563,0.9660497,1.2346411
-0.42911345,1.826548,1.1790794
-0.28914168,1.7210402,1.1112683
0.012419742,1.6458787,1.1750283
0.15337496,1.2538255,1.2140889
0.76854426,-0.591059,1.2535728
-0.2459824,2.5905385,1.0393573
-0.036675524,0.90914917,1.1093962
0.16331479,1.2737148,1.1072899
0.47130644,0.06822324,1.1519637
0.3756828,-0.15375206,1.1384342
0.17015713,1.5079232,1.0617596
-0.24460548,1.7876296,1.280783
-0.11495664,2.2262888,0.9897685
-0.12588488,1.5892315,1.0256469
0.18467718,0.7594073,1.2595476
0.3077634,1.6012307,1.1913375
0.14284211,1.1095077,1.1186428
0.24486507,1.3935618,1.0976759
0.0033932251,1.3445367,1.1047472
0.029119328,1.7729837,1.1550792
0.15171486,1.2832497,1.1606673
0.18178056,0.99719316,1.2176421
0.45815322,1.3686198,1.3075844
0.061772004,1.4003985,1.3736247
-0.083635546,1.8032732,1.1049443
0.3560553,1.3018416,1.1739916
0.34829283,1.0915642,1.1796397
0.038255602,1.209237,1.1942695
0.1198479,1.4041443,1.1931486
0.10461167,1.5266111,1.1974019
0.4306582,1.3681651,1.1584742
-0.10324717,0.9416019,1.1136712
0.040961403,1.399821,1.0544256
0.32628015,0.9843221,1.0446302
-0.06386428,2.158397,1.1849661
0.3535317,0.17420225,1.1194612
0.64653575,0.09779926,1.1302757
0.52364457,0.33522102,1.1407225
0.33066487,0.49444425,1.200228
0.36005014,0.82973367,1.2374141
0.27315766,0.6426028,1.1915694
-0.14460722,1.8079658,1.1289803
-0.12301072,1.7557014,1.1452103
0.46460992,1.0103115,1.3039113
0.33391428,0.2533062,1.4068794
0.12985823,1.6593595,1.2433817
0.20365626,0.4710572,1.1877599
0.25149035,1.5007554,1.2766985
0.16961372,1.6001431,1.3257104
0.92965454,-0.48113602,1.2489158
0.016673664,1.2504416,1.0829992
0.331727,0.77258587,1.0645489
0.3795749,0.32657236,0.9677617
0.43225038,0.14111963,1.1579335
-0.012784974,1.2066021,1.1607821
0.14676836,2.05912,1.1177946
0.14125429,1.1435726,1.1992188
0.15428059,1.4070541,1.3195442
-0.4909937,3.2056813,1.1208979
0.5685322,-0.26202014,1.2059251
0.63032895,0.09957937,1.1486654
0.47034422,-0.63079137,1.1021892
0.16994071,1.5650586,1.1176827
0.060840234,1.2030809,1.1146296
0.30027506,0.613596,1.0446975
-0.04854292,1.596544,1.0190365
-0.15212414,1.3162875,0.9741877
0.27053064,1.2689807,1.0865242
0.15110882,1.5682739,1.054133
0.33081338,0.64959234,0.9533344
0.37388518,0.8855995,1.016255
0.25211373,0.5692837,1.0272655
7.928628e-06,1.9580773,1.0688825
0.16127026,0.70273894,1.197296
0.29239193,1.223187,1.2120888
0.52378124,-0.2958519,1.1589583
0.52199626,-0.41502908,1.1670319
0.33466378,0.68015045,1.1631169
-0.54586476,3.1143456,1.1621443
0.8316201,-0.5863384,1.2254586
0.79800427,0.06448535,1.3690938
0.83970904,0.14255221,1.3511316
-0.023082959,1.6124446,1.0615568
0.1252387,1.2502149,1.211189
-0.041072242,1.000373,1.1935552
0.47007045,0.96882886,1.0973533
-0.31686634,1.7897177,1.2055825
-0.24133836,1.7909279,1.1912029
0.075679466,1.8022093,1.1702131
0.12339104,0.7403298,1.2845587
0.4787882,0.7575917,1.1033852
0.41389847,0.012413012,1.1668199
0.30975235,1.0085115,1.1287187
0.24375309,1.0754604,1.1060442
0.70743555,-0.22498049,1.068052
0.6573472,-0.8463499,1.329535
0.7050961,0.2176624,1.0090662
0.5548668,0.64188886,1.3407729
0.41572133,0.5676443,1.0336403
-0.15306328,1.8952308,1.3410299
-0.015144161,1.3705683,1.18964
-0.08327068,1.8977586,1.0794687
-0.117562175,1.7243804,1.1429288
-0.117562175,1.7243804,1.1429288
-0.047919426,1.5866826,1.1213269
0.15309036,1.2370951,1.330215
-0.09907458,1.4903951,1.3779492
-0.3676146,0.65833884,1.3859777
-0.009474207,2.607085,1.1250902
-0.15214361,0.75617933,1.1380787
-0.043538276,1.0612773,1.1516335
0.4009178,1.3349581,1.0933235
0.18464229,0.9962203,1.0796576
0.13720807,1.1977675,1.2443764
0.26001573,1.7166135,1.305022
-0.18953437,1.3990836,1.1415663
0.2292162,1.1151888,1.2022297
0.25688842,1.0621196,1.3236084
0.33155155,0.89318264,1.2391521
0.12667084,1.0320135,1.0493528
0.05101843,1.4728225,0.9398424
0.109791964,1.5297713,1.2220367
0.044684723,1.6872604,1.0505483
0.25616527,1.0955025,1.2950368
0.48349977,0.2204421,1.3157374
0.23876455,0.74758625,1.2440025
0.46643898,0.5360387,1.0718765
0.29857743,1.0407599,1.2834767
-0.005476505,1.4190536,0.99826884
0.02264492,1.4498615,0.99809414
-0.0009040543,0.9567802,1.0547981
0.2103715,1.3275144,1.0592554
0.08775648,0.62898755,1.0731312
-0.16391005,2.0205727,1.2243248
-0.08370683,1.8811636,1.2043467
0.12016881,1.6376806,1.1288087
0.36473238,0.18567026,1.0995601
0.5691283,0.34638563,1.0924793
-0.2408732,2.0341709,1.096285
-0.2060623,2.0796025,1.033944
-0.2330093,2.4748356,1.2597644
-0.19295001,2.650234,1.2983077
-0.26119787,2.1701488,1.2841965
0.18603931,0.73746467,1.2647507
0.11491154,1.1105549,1.0680369
0.11491154,1.1105549,1.0680369
0.17350762,0.6377076,1.0682826
0.5216359,0.66448647,1.1647533
0.111071475,0.36062405,1.0406669
0.2580767,1.416742,1.06203
0.72758996,-0.18553002,0.95196015
0.5964494,-0.1521253,1.063192
-0.05169507,1.956315,1.2443371
-0.40914237,2.9653542,1.1509713
-0.44364774,2.664952,1.3030701
-0.26767695,2.4965806,1.1964607
-0.17239158,2.6281922,1.1834073
0.17876199,1.1395613,0.94499016
0.046173975,1.0052826,0.99579793
0.26489538,1.2111725,1.2351245
0.12400979,0.87666976,1.160224
0.22423472,0.8548424,1.1732528
0.025966007,1.5098501,1.3171889
0.025966007,1.5098501,1.3171889
-0.17593017,2.1282742,1.197806
-0.18478377,2.081395,1.2070533
-0.19150585,2.4992533,1.0661424
-0.20607947,1.5780826,1.1012441
0.3995702,1.0943993,1.3838832
0.36923888,0.06920041,1.1146022
0.535214,0.68822205,1.140467
0.58531725,1.2273234,1.129879
0.4580383,0.111787714,1.1253784
-0.118308425,1.5775275,1.4115026
-0.08090649,2.006113,1.3378578
0.6320372,-0.45746174,1.2206539
0.37076697,0.25262773,1.1040707
0.11789367,1.4316677,1.0968883
-0.28959844,2.3232198,1.1932739
-0.10336786,2.5836413,1.1486652
-0.30165556,2.079451,0.94775707
-0.23042397,2.3307343,1.0012854
0.103869125,1.4679267,1.092925
0.49421299,0.39294097,1.0244974
0.4245517,0.3971477,1.0178837
0.17314692,1.1888183,0.96171886
0.06590853,1.3517367,1.1380298
0.0153521225,1.6629909,1.1778127
-0.076370716,2.2337258,1.1166033
0.4489391,0.95371944,1.2112596
0.5463186,0.19047135,1.1705507
0.5058618,0.20961554,1.3588204
0.23899712,0.8945377,1.3244607
0.26308727,1.0180528,1.2467314
0.2057595,0.8759931,1.1019794
0.09528235,1.383287,1.1441691
0.024818478,1.2893301,1.0584135
0.18486083,1.384003,1.0020633
-0.24758264,2.3314946,1.0432737
-0.3256329,2.2592247,1.0449761
-0.2912436,2.3362997,1.0788298
-0.37049326,2.600154,1.0350063
-0.20114306,1.9725021,1.1269292
0.06698228,2.3007395,1.1772615
-0.30073267,1.9673438,1.1873137
-0.41947678,2.6991613,1.0673562
-0.37019882,2.6114042,1.0251921
-0.09083711,2.046878,1.2992216
-0.033957515,1.9069084,1.2949175
0.25077346,1.3368233,1.303972
0.23446834,1.2240322,1.3606812
-0.3439603,2.12772,1.2592125
0.49804425,-0.35716128,1.2961106
0.62904406,-0.35060036,1.2974671
0.5724679,0.18116619,1.086912
-0.060649738,1.7370927,1.132238
0.11548142,1.1527551,1.1216133
-0.11881463,1.5378512,1.1486433
0.5257574,-0.22145723,1.2703346
0.5263834,0.2959381,1.229081
0.4775953,-0.31141856,1.2529875
-0.21069561,2.9347644,1.162363
-0.45109165,1.9759961,1.1187506
0.34451994,0.9226656,1.1849055
-0.14105764,1.7654388,0.8889609
0.03378483,1.8387625,0.9682978
-0.24108143,2.2142215,1.1507623
-0.5084662,2.4855545,1.1214894
0.49424174,0.4069369,1.2286795
0.23830257,0.99040824,1.1764957
-0.055376016,1.8457211,1.1321768
-0.10788096,1.312016,1.1123757
-0.06021931,1.8456333,1.1647816
0.13475035,1.1275235,1.3215153
0.3750939,0.7168417,0.9105282
0.23225321,0.8297674,1.1063603
0.52740085,-0.118331656,1.194318
0.5421314,-0.01792086,1.2060272
0.04237457,1.6953886,1.0464195
0.30141413,0.95832324,1.1223881
0.39361456,0.8087946,1.1617672
0.37164393,1.4751722,1.3183684
0.2679399,-0.02841681,1.1163731
0.51424253,0.2511439,1.1144055
-0.31429663,1.9117308,1.0931746
-0.18043377,2.2007332,1.0458761
0.11301674,1.2318461,1.1144594
0.17829663,1.5766549,1.0571818
0.64789873,0.37909168,1.1432674
0.3691361,0.58845073,1.0448273
0.3691361,0.58845073,1.0448273
0.31744805,0.91080534,1.0942831
-0.09484688,1.5666243,1.1297672
-0.15633488,2.6765578,1.1626749
-0.36610603,2.016946,1.2488399
-0.18902326,2.192305,1.2057889
0.24261437,0.83482623,1.0881438
0.2434576,1.234335,1.113818
0.19660214,1.006143,1.1572399
-0.1564965,2.2953827,1.2847644
0.231845,0.8749926,1.00927
0.105371505,1.320866,0.9860274
0.07352669,1.6422068,1.2292533
-0.14992726,2.4165337,1.1212112
0.12088302,0.4856207,1.1647347
0.16763328,0.6332879,1.2099166
0.36229357,0.6235907,1.2800906
0.31527248,-0.01454499,1.2606417
0.37969986,0.6367118,1.1458877
0.03419319,1.1616602,1.2692343
0.15596527,1.5301805,1.0464102
0.034340996,1.2417653,1.038062
-0.044047207,1.9970411,1.0130414
-0.044047207,1.9970411,1.0130414
-0.06601684,1.5343721,1.3066597
0.3058991,0.5596635,1.2755063
0.28268358,0.5897412,1.2616299
-0.14251348,1.8544328,1.0481042
0.23349774,0.77887034,1.1042794
0.006052042,2.4650624,1.0719768
0.023801565,1.9878701,1.43116
0.05349355,1.799798,1.4425495
-0.35587028,2.0665915,1.2247274
-0.105208516,2.1089764,1.1611922
0.77642536,-0.4716419,1.1522073
0.6685389,-0.50138104,1.1591215
0.77922344,-0.3060176,1.1463932
0.19101948,1.1922567,1.0643797
0.21979986,0.6956637,1.1604719
0.1591567,1.4605725,1.2126384
0.29652813,0.97996724,1.0935898
0.6990572,-0.32053274,1.0830104
-0.2818024,1.7219553,1.2132142
0.27748826,0.58234835,1.4434853
0.1443882,0.9568712,1.4355078
0.21135603,1.258721,1.271096
-0.19777612,2.543691,1.0674664
-0.26072487,2.1116536,1.0226648
-0.22891502,1.8378668,1.2073742
-0.48796073,3.1920948,1.2302878
-0.40434667,2.7200556,1.1408617
-0.16842096,2.1150494,1.1353608
0.33726892,0.26728642,1.1736292
0.4978534,1.18904,1.3101053
0.49202198,1.0784438,1.3183326
-0.20720612,1.3124632,1.1340687
-0.28257528,1.8305851,1.0584006
0.5656572,-0.37095174,1.2322159
0.6929552,-0.10210897,1.0834987
0.64188194,-0.38680622,1.2396505
0.67043,-1.019099,1.1713587
0.2474675,0.12130989,1.2486384
-0.13290566,1.898201,1.1686293
-0.23191187,1.8090605,1.0602077
0.21257973,1.8273877,1.1858728
0.31195617,0.6565757,1.2175301
-0.15871413,2.1007125,1.4955606
-0.09497964,2.1916902,1.5634829
-0.13995712,2.343677,1.0941541
0.017666243,1.4168056,1.1463181
0.26255095,1.2064608,1.1783864
0.3198762,1.005359,1.1738214
0.09092199,1.6613898,1.015481
-0.45799667,3.464216,1.3372784
-0.9865932,4.648179,1.1811112
-0.2658732,2.427443,1.0756236
-0.07976439,2.775987,1.0599339
-0.48604468,2.1651607,1.0861341
-0.17322016,2.7176852,1.0550524
0.08602516,1.9489403,1.270842
0.082485676,1.8166543,1.0514385
0.14553864,2.2116513,1.2936583
-0.2012043,1.4759743,1.3042886
-0.059924636,2.3349679,1.3028975
-0.40103528,1.8183373,1.2190945
-0.37694943,1.9903804,1.2255127
0.008096584,2.172916,1.2339962
-0.19767664,2.188386,1.1303035
0.63135624,-0.36340013,1.3107092
1.0282147,-1.1175355,1.5338327
0.76815355,-0.86212987,1.4750116
0.50718576,0.5942961,1.4053521
0.48747474,0.11604733,1.3029534
0.5141057,0.213767,1.2958105
0.47689125,0.07252877,1.0858601
0.17301315,0.9285437,1.0472038
0.124391265,1.1404796,1.2756509
0.005432993,1.4878389,1.0993838
0.054288786,1.0428684,1.1479571
-0.07700234,0.64899194,1.1915754
0.21410671,1.4048716,1.1395731
0.13037147,0.94682366,1.1175518
-0.07569717,1.6380461,1.0841721
-0.019712595,1.5304381,1.0548649
0.31553325,0.6344343,1.1340251
0.1944743,1.1928543,1.134388
0.24765575,0.74539506,1.1480179
0.2990406,0.5282403,1.0129095
0.14966261,1.2993526,1.3238257
-0.34574136,2.3183253,1.1120505
0.07929643,1.1018004,1.2005289
-0.14731556,1.8312585,1.159891
-0.115072526,2.2013268,1.142376
-0.13390058,1.774515,1.001021
0.05807502,1.6465732,1.4424105
0.17452942,1.6760732,1.14991
0.08653783,1.1863606,1.0843368
0.4042977,0.38628173,1.0825018
-0.06813182,1.9849203,1.2321991
-0.52327037,3.0745573,1.1320912
0.29701248,0.6584971,1.3084728
0.18216068,0.9928264,1.0475916
0.427677,0.46629003,1.2498368
0.14934637,1.0207614,1.2878484
0.07044803,1.293002,1.3502975
0.21119702,1.7105321,1.3618485
0.14416543,0.67728084,1.297994
0.16942169,1.0158591,1.2620902
0.1183008,0.7865324,1.2972375
0.27087,1.0902944,1.1702701
0.27028942,0.8538188,1.2089008
0.37163115,0.6180757,1.254364
-0.24655028,2.1246617,1.0027969
-0.14546388,1.7218537,1.0282468
0.09483299,1.7628702,1.2385446
0.5923377,-0.2751392,1.0760099
0.1287813,1.3357681,1.1345135
0.079921864,1.0319698,1.2975124
0.17280458,1.3159281,1.2805231
0.29807281,1.5024763,1.3118458
0.2591181,0.37986037,1.0590005
0.5516975,0.5467252,1.0532627
0.42208382,0.37108058,1.2790475
0.5756322,0.14706196,1.2278764
-0.50609607,3.397229,1.1602409
-0.64596295,3.0457547,1.0941442
-0.61191124,3.1743155,1.1025368
-0.0529773,1.8366929,1.5045241
-0.07534205,1.4278053,1.4931736
0.2775278,0.8728429,1.2303311
0.5367026,0.53138506,1.263625
0.18121225,0.79482555,1.2203157
-0.021149,1.4794339,1.1874496
0.17863283,1.2767951,1.1736531
0.14752363,1.5831395,1.2010798
0.2427425,1.1551889,1.2497182
0.17167445,1.0545803,1.167526
-0.07832696,0.93193465,1.1676419
0.6156358,0.586855,1.3044438
0.6476377,0.44846106,1.147258
-0.18077329,2.4694529,1.2445198
0.19122241,1.3139124,1.0146554
0.094246216,1.292861,0.9942635
0.20682389,0.95222425,1.0155896
-0.12691437,2.206784,1.3083602
-0.06737652,2.2328854,1.1563332
-0.22385265,1.7846806,1.162079
0.05367936,1.9136356,1.1484343
0.11175707,0.6464334,1.3670453
-0.047220394,0.52112526,1.3381529
0.3961159,1.5736743,1.1606973
0.11771269,1.4620864,1.1446605
-0.10991294,1.3738153,1.2602041
0.18131417,1.1225114,1.2031355
0.24497382,1.4728366,1.226416
0.14153057,1.3062335,1.0405623
-0.055842694,1.1060933,1.0474021
0.06896512,2.2249453,1.088031
-0.077625275,1.1606516,1.1810622
0.07861999,2.047048,1.1618873
0.2640648,1.037108,1.0364388
0.08141248,0.7476736,1.1679883
0.06870042,1.0909843,1.1660739
0.27437785,1.4606234,1.0990708
0.33312753,0.43091083,1.0874126
1.0044209,-0.7076277,1.0894481
0.5534566,-0.052714977,1.3640057
0.46992874,-0.031113615,1.3393334
0.83476484,-0.6717001,1.1340361
0.57475114,-0.16053867,1.145631
0.71944803,-0.2608383,1.1900458
0.5757649,-0.0633006,1.1265694
0.6895321,-0.07204953,1.1589897
0.55272573,0.98701715,1.0733008
1.3552009,-1.1728766,1.3597262
0.72456163,-0.74398285,1.4628775
-0.6657683,2.7465577,1.4803108
-0.42259943,3.1565242,1.4103189
-0.4359916,3.261564,1.4918095
-0.3227841,3.8060114,1.6325688
-0.27597407,3.2347128,1.5460867
-0.31266582,2.3293407,1.1526408
-0.41524777,2.397175,1.1478307
-0.21383654,2.673125,1.3419389
-0.12237978,1.8653375,1.210569
0.40592867,0.27052897,1.3070107
-0.72752285,3.3423824,1.1676115
0.17892125,1.3503973,1.0436625
-0.10936804,2.1781158,1.0826292
-0.035510633,1.8349468,1.1965038
-0.01621722,1.3293815,1.265446
0.17665927,2.0808864,1.2750034
0.65194446,-0.33676884,1.0890663
-0.51967424,2.8807485,1.2552558
-0.30574244,2.5394645,1.247932
-0.17631477,1.772727,1.1132362
-0.11689849,2.6114323,1.3331912
-0.22699651,2.2410004,1.2774894
0.33995914,0.46697727,1.1383352
0.40153605,0.46835148,1.313442
-0.042078692,1.5945799,1.0881772
-0.15395087,1.4370263,1.236998
-0.13520288,1.8036394,1.4232082
0.32293898,0.58151454,1.0527629
0.27280214,1.1766557,1.1417706
0.27931812,1.1170171,1.2141609
0.13593267,0.6856683,1.1507652
0.39107785,1.0713136,1.2350466
0.06737196,1.1865551,1.0886611
0.15670955,0.97323674,1.1543483
0.16130158,1.2490904,1.155284
0.15301163,1.0060194,1.0863892
0.040270504,1.3730707,1.1438768
-0.03387061,1.7479994,1.1425011
0.16396765,1.4420341,1.1255474
0.027202979,1.7829653,1.2493262
-0.008547871,1.1509079,1.122314
0.023451988,1.5013448,1.07749
0.16987911,1.1598803,1.2964096
-0.027820278,1.7186601,1.0373776
0.3879839,0.5509446,1.1868298
-0.07417948,1.7163076,1.3570737
0.2704101,0.72602963,1.038622
0.15625176,0.9096673,1.1384602
-0.1911771,1.9927797,1.1038506
-0.20278451,1.6868192,1.2012396
0.2922587,0.26109973,1.1075926
0.34779236,1.1407037,1.1239629
0.114480585,0.70659894,1.0267252
0.5718026,-0.13094021,1.0782665
0.40579018,0.6377561,1.2266822
0.24343413,0.15258323,1.3252878
0.49699718,0.57381344,1.1225064
0.53849363,-0.07150042,0.9913566
0.32484645,1.0035169,1.1149517
0.5223511,-0.13582195,1.216576
0.5893937,-0.44179788,0.9718188
0.054467518,1.5952462,1.4341617
-0.6448125,2.6649148,1.0861008
0.8088557,-1.5101076,1.1508023
0.90234774,-0.13820747,1.1914549
0.55152786,-0.7868128,1.2350842
0.08779421,1.8528199,1.2152643
1.1872191,-1.5414621,1.0918847
0.076131195,0.94297975,1.061824
0.40060928,1.3872563,1.0741903
0.24342851,1.119365,0.9878939
0.3474109,1.0231277,1.0022078
0.47340477,0.20460539,1.2832762
0.529957,0.060489412,1.1804217
0.24039099,0.72758883,1.474093
0.09396571,0.6679716,1.4977405
0.18583398,1.2516437,1.1004013
0.1447289,0.89107144,1.0346761
0.25358248,0.5182179,1.1235237
-0.47203836,2.3015528,1.1085407
-0.39015207,2.7755156,1.0828726
0.37288356,0.69391227,1.2896042
0.118473805,1.364214,0.9927312
0.11093048,1.1337789,0.97631043
0.42782244,0.5684637,1.0589367
0.4793991,0.74253803,1.011178
0.686561,0.3730841,1.289737
0.57709813,-0.057515167,1.3182273
-0.15101604,2.4279122,0.9899691
-0.20428455,2.597438,1.3075898
0.03218015,1.2554271,1.240567
0.22160113,1.1569004,1.1794541
0.072903,1.7565252,1.1553947
0.2047254,0.6191463,1.2804573
0.28075728,0.8741986,1.1524856
-0.45475164,3.127011,1.2351096
-0.19897369,2.0170395,1.2722745
0.36724332,0.5024418,0.98064435
0.49154022,0.1963756,0.98679703
0.45472163,0.22696206,0.9761419
0.47642183,0.31884626,1.0833808
0.45080644,0.18082683,1.2795986
0.14865772,1.573559,1.3038987
0.04029516,2.2457025,1.2903446
-0.14940913,1.9163778,1.3829868
0.1048563,1.0291145,1.2277415
0.16949636,1.2948653,1.1885123
0.113741204,1.4698303,1.097171
0.045272753,0.3771583,1.1201999
0.39097586,1.0652426,1.0970173
0.09787836,1.2210336,1.2653283
0.16635874,1.3627973,1.1004313
0.491422,-0.13697329,1.1458776
0.19596216,1.417275,1.2306508
0.28642076,-0.19167356,1.519969
0.39643294,0.6134405,1.3894373
0.72677624,-0.6218878,1.1029758
0.77612484,-0.1289246,1.1294361
0.5643879,0.4477095,1.2877145
0.3396015,0.22778434,1.2681396
0.69406927,0.028319895,1.1344934
0.50598544,-0.22685355,1.2468483
0.6056726,0.026538834,1.2917655
0.09503953,0.5912389,1.3363233
0.18399562,1.3364171,1.3989409
0.10902506,0.6283369,0.9887736
0.3748876,1.0782712,1.0118006
0.30888093,0.6974622,0.9884644
-0.12352618,1.9536068,1.1691784
0.10295667,1.3557707,1.1523492
-0.12120763,1.7270397,1.1930758
0.5566857,0.07634538,1.1774313
0.6661463,-0.06240166,1.1520007
0.13849084,0.9480368,1.0736839
0.27501568,0.4106963,0.8583096
-0.10583009,1.9105077,1.1272448
0.13424517,1.7309706,1.1077981
0.09657854,0.72054535,1.0820692
0.12646991,1.5938523,0.98690796
0.08350567,1.1134268,1.008975
0.27821195,0.58862364,1.0430697
0.38323694,0.71943825,1.2166659
0.5264588,-0.2687067,1.2154382
0.46079808,0.76144075,1.237702
0.5055664,0.045334194,1.2137172
0.9542622,-0.42578378,1.1646396
0.7378277,-0.34120226,1.1592729
0.6343881,-0.40061828,1.1533142
0.25597754,1.3004519,1.2314101
0.033508673,1.8985872,1.1292588
0.31982797,0.8106181,1.2032568
0.41627622,0.35763898,1.3633835
0.5184803,0.8309058,1.3241425
0.37836352,0.9812673,1.2813652
0.18879776,0.8706993,1.2094598
-0.061313603,1.4904368,1.187691
0.061995305,1.9803598,1.1522416
0.19318058,0.84436256,1.1714643
0.18397033,1.8259156,1.157113
0.33049765,1.5777422,1.1590531
0.24366362,0.46322173,1.2139533
0.6101379,0.8582341,1.0399853
0.13960443,0.6751942,1.2579119
0.113793835,1.2197297,1.1351138
0.0009545242,1.079816,1.061421
0.54316574,1.131113,1.0878601
-0.10475984,2.0019932,1.165522
0.3634848,0.8718842,1.0994136
-0.040387195,1.7399105,1.2050055
0.38127157,0.9928003,1.3155457
0.30448985,0.7893392,1.3450127
0.3828134,0.69834304,0.9756299
0.5538915,0.03345188,1.0184268
0.43685785,0.4305321,1.3648213
0.22270022,0.8970182,1.2030137
0.3972509,0.8462118,1.0832344
0.22506516,0.91177946,1.0232513
-0.06502552,1.4167596,1.2331579
-0.00948773,1.6857393,1.2432544
0.08068715,1.0818387,1.077983
0.293367,1.2389058,1.0792458
0.121057026,1.1512177,1.0210898
-0.13547927,1.7215456,1.0165081
0.13300851,1.466405,1.0444163
-0.08118895,1.1568907,1.108311
-0.028174002,1.1239715,1.1402304
0.5170684,0.8571641,1.196942
0.31280217,0.51077,1.1932894
0.3449707,1.2089642,1.3265823
0.45434242,1.193709,1.3606639
0.029347647,1.2374704,1.1074456
0.5184463,0.8731431,1.1572073
0.16409317,0.99607724,1.3115948
0.35806444,1.0241292,1.1196952
-0.10665345,1.8247604,1.1031876
0.36248344,0.7916941,1.260771
0.33669335,0.85608476,1.0807911
0.42898414,1.0451403,1.1904353
0.29664308,0.61937845,1.1080331
0.2722378,0.8453635,1.2440807
0.3886367,0.5627025,1.0584332
0.39137703,0.94417036,1.2216913
-0.04796411,1.6520164,1.1383512
