alpha,beta_Dnorm,beta_CEI
-11.070437,7.9420786,1.0018204
-7.5754633,2.2577589,1.1927673
-7.504803,2.263699,1.2530793
-9.167597,4.7406764,1.2694576
-8.475882,3.6599295,1.2446972
-9.730941,5.6401305,1.2028373
-8.793222,4.2895007,1.2347269
-9.258054,5.519084,0.9797213
-9.506008,5.6549573,0.9775744
-9.814796,5.841181,1.0760429
-9.795378,5.672802,1.1934575
-9.993454,6.130794,1.2305831
-9.977566,6.0850987,1.2241298
-10.809864,7.508194,1.1212926
-10.4346075,6.7315764,1.18752
-9.359819,5.2111773,1.170351
-9.536305,5.377835,1.0580271
-8.855775,4.420017,1.1020783
-9.549361,5.648784,1.1671734
-9.671335,5.7512584,1.12305
-10.541303,6.425303,1.3532296
-9.312674,5.441698,0.9937766
-8.729747,4.306133,1.060894
-8.917524,4.293573,1.3444479
-7.748556,2.9063542,1.2281147
-7.9937296,2.6230593,1.2137717
-7.984623,3.2731247,1.208605
-9.822408,5.7463527,1.3226933
-8.364838,3.802445,1.1913337
-8.359606,3.5141788,1.2563431
-8.630215,3.6731608,1.2835575
-7.9601364,2.7615206,1.218913
-8.188185,3.4784198,1.1807917
-10.356029,6.603415,1.1535096
-9.751109,5.7227993,1.2219464
-8.975656,4.3443213,1.3162857
-9.022123,4.8863063,1.1152716
-9.4128475,5.061127,1.206142
-8.521038,3.8466153,1.2021853
-9.1734915,4.6966887,1.2922156
-9.524593,5.2368803,1.2738476
-9.350786,4.446231,1.4863706
-10.544735,5.81436,1.4689885
-8.905586,3.9357538,1.2423505
-9.304213,4.9849544,1.2649149
-8.828833,4.1409817,1.2217447
-8.824018,4.1819525,1.2137702
-9.43619,5.5662694,1.0538229
-9.46678,5.7897415,1.0588701
-9.97877,6.090945,1.2388191
-9.932366,6.240044,1.1131214
-10.080883,5.8773575,1.0874146
-9.924902,6.36976,1.0753888
-10.089764,6.254329,1.0599442
-9.837171,6.303639,1.0647999
-9.944098,6.040488,1.1547184
-10.291494,6.464761,1.1660894
-9.959846,5.8813744,1.1789643
-10.965547,7.749508,1.0777451
-10.819292,7.7908792,0.9564884
-10.842535,7.518265,0.99953765
-9.203104,4.898344,1.1333876
-9.89328,6.058021,1.1470311
-10.589067,6.7425923,1.2551079
-10.177805,6.1161556,1.1719468
-9.707072,6.0072126,1.0480528
-10.219356,6.3251925,1.1987915
-9.556187,5.815614,1.0361956
-9.61133,5.668544,1.0873026
-9.536554,5.8944,1.1088295
-9.845175,5.6639657,1.097588
-9.833582,5.603264,1.2498183
-9.193302,4.597471,1.2980038
-10.171033,6.5758,1.050568
-10.136783,6.594904,1.0534528
-7.870656,2.7468948,1.2156131
-8.191441,3.3410313,1.193374
-7.8227606,2.848688,1.1678997
-7.939347,2.7448502,1.1687862
-8.5568905,3.980441,1.2584752
-8.282214,3.4237542,1.2525992
-8.274461,3.1617546,1.2546066
-10.3621235,6.8239927,1.101672
-10.135904,6.1414433,1.182376
-10.317762,6.193746,1.1997811
-10.220881,6.526039,1.1997343
-8.552413,3.964084,1.0734574
-9.485659,4.940695,1.2537488
-9.340799,5.151382,1.2360003
-10.465192,6.483065,1.3367116
-10.630817,7.6008596,0.9176174
-10.8497095,7.6352305,1.0383278
-10.596653,7.1825957,1.1268718
-9.110898,4.5793533,1.1913635
-9.6403885,5.718207,1.1517863
-9.201463,4.921166,1.232938
-9.203232,4.8963633,1.2329026
-9.104502,5.057331,1.0576721
-8.483398,3.4496567,1.3100458
-9.1276,4.2120204,1.3738294
-9.649954,4.943582,1.3912058
-8.677587,4.05465,1.2358245
-10.229103,6.359288,1.1610181
-9.669317,5.823648,1.1101842
-10.181326,6.2570586,1.2083864
-10.683654,7.3416514,1.121112
-10.152814,6.3490386,1.1630373
-9.099195,4.8492637,1.1712048
-9.995061,6.263129,1.0102048
-10.276867,6.6616025,1.0719562
-10.220632,6.607609,1.1200479
-9.744102,5.7380385,1.1638016
-10.008652,5.8046093,1.2899671
-9.978912,5.8242536,1.2763311
-9.761466,5.667596,1.2894732
-9.984485,6.3320656,0.9590674
-8.710412,4.395583,1.1532515
-8.7944565,4.156102,1.1515223
-9.872684,6.143988,1.091846
-9.293341,5.323145,1.0608269
-9.2630205,5.3530693,1.0562551
-9.439776,5.260578,1.0847259
-10.14968,6.2075176,1.2599571
-10.425022,6.554819,1.2979076
-9.588687,4.787929,1.3134977
-7.943834,2.27563,1.3457289
-7.647139,2.164987,1.4096352
-7.5375876,1.6165813,1.4081227
-7.6620317,2.1166651,1.2918612
-7.5655723,2.0665882,1.2963467
-8.161808,3.3743799,1.1538744
-10.749229,7.1900177,1.1582242
-10.749229,7.1900177,1.1582242
-9.156321,5.089052,1.0149659
-8.787401,3.8883479,1.2867596
-8.473383,3.7370243,1.1563349
-9.878047,6.2866397,1.0420607
-10.631272,7.402864,0.99551696
-10.628383,7.45986,0.9836505
-10.591198,7.5980477,0.9803807
-10.628649,7.444263,0.9790829
-10.142251,6.027816,1.2469238
-10.140026,6.047257,1.2397667
-9.727299,5.6507397,1.1813171
-8.891369,4.14571,1.2514417
-10.052638,5.92954,1.3186429
-10.268108,6.597996,1.095919
-8.365412,3.4119556,1.3138491
-8.636855,4.3452845,1.1202157
-10.484687,7.045272,0.9938026
-8.827758,4.6122446,0.99580884
-9.177955,4.550364,1.2521571
-9.024322,4.64553,1.1555132
-9.795029,5.785077,1.1882044
-10.140712,5.9101505,1.267121
-9.260214,4.8355017,1.3001077
-8.652394,3.941952,1.1179836
-9.326286,4.736384,1.1604831
-9.129042,5.221926,1.1712477
-8.4686775,3.7716646,1.2634869
-9.543368,5.6852765,1.10253
-8.1819725,3.446041,1.1371189
-9.341043,5.265211,0.96220857
-9.25788,5.70216,0.96831363
-10.72,7.197177,1.1936584
-10.671177,7.388469,1.1911151
-10.792724,7.0332236,1.1940713
-8.481754,3.813897,1.1231331
-10.047378,6.2773232,1.0935915
-10.05095,6.031494,1.2329047
-8.442536,3.55978,1.1925436
-8.4473915,3.5678427,1.1938776
-9.052963,4.748032,1.2313393
-9.3439865,4.8855577,1.2864558
-9.426761,4.821097,1.2791383
-9.510112,5.2611184,1.3247272
-9.745362,5.3088913,1.2949255
-8.320221,3.9467123,1.0487413
-8.648594,3.8207579,1.2237773
-8.881393,4.342121,1.1604207
-8.776114,4.346221,1.1825452
-8.86265,4.414773,1.100136
-8.347823,3.7405891,0.9910681
-8.669928,4.0225897,1.0721557
-7.5041924,2.1662402,1.3194268
-7.8595486,3.0699763,1.1868231
-8.45431,3.5371835,1.1341336
-8.47765,3.5232248,1.2461283
-8.370158,3.6830614,1.2071091
-8.447503,3.5287182,1.2035577
-9.497051,5.2455373,1.2388633
-8.608065,3.8228474,1.2719439
-8.753451,4.610672,1.0112079
-8.168046,3.5345042,1.1210053
-8.559312,3.8843713,1.2254893
-9.765715,5.6124315,1.2600377
-9.84816,5.8562784,1.2282588
-10.696338,7.256226,1.2193724
-11.005142,7.06288,1.2201402
-10.870783,7.369151,1.2157137
-11.279582,8.321773,1.0008276
-10.287639,7.1650786,0.95917
-8.747378,3.984264,1.30537
-10.322858,7.379622,0.81941026
-10.311139,7.166615,0.8488427
-10.252252,6.968654,0.8904311
-10.152171,7.0699115,0.8930508
-10.256416,6.486079,0.8955796
-10.000095,6.8782077,0.88929904
-9.65052,5.9765787,0.90736645
-9.26769,4.554493,1.3780603
-10.252996,6.2436457,1.1905488
-10.3615885,7.3754563,0.90554374
-10.3026705,6.1053567,1.33981
-9.486474,5.39582,1.1299415
-8.243776,3.5170426,1.1518207
-7.9938135,2.9832058,1.1825777
-7.433028,2.2477105,1.1912556
-8.8662615,3.7510843,1.4010717
-8.216104,3.5738945,1.1380845
-8.336291,3.722598,1.1642767
-8.336291,3.722598,1.1642767
-8.895526,4.6929007,1.0021794
-8.577802,3.80542,1.2256286
-8.593577,4.049313,1.1974828
-8.622928,4.1014967,1.1929959
-9.087738,4.927207,1.1417549
-8.446462,3.7118096,1.2308662
-8.275745,3.380122,1.2345258
-9.303509,4.8820167,1.174047
-9.092904,4.7276406,1.1618387
-10.26263,6.405536,1.0713972
-9.827965,5.9978743,1.0847746
-8.644867,3.941473,1.197895
-9.423015,5.29226,1.144202
-8.402262,3.9345121,1.1374038
-8.591236,3.834136,1.1414247
-9.064406,4.61867,1.0571431
-9.347206,5.377351,1.2032449
-9.906842,5.8606076,1.0944782
-8.92218,4.346542,1.1417916
-8.931383,4.318446,1.1297997
-10.989144,7.8850102,0.98367596
-8.994652,4.1596932,1.324353
-8.703037,3.878459,1.2838413
-8.265544,3.2773993,1.285591
-8.625804,3.9430823,1.2586657
-10.257157,6.582645,1.1691288
-11.333435,8.326451,0.97218984
-9.051241,4.5203867,1.1603303
-9.208894,4.8734307,1.1025766
-8.878388,4.8477893,1.0816637
-8.942878,4.5164094,1.0481018
-8.9406185,4.5463424,1.0443795
-8.594003,3.6403337,1.2075999
-8.577272,3.4801104,1.2107013
-8.465114,3.829361,1.2241747
-8.6360235,3.8093047,1.2238052
-9.360693,4.8877754,1.2295829
-9.331229,5.334985,1.0951736
-9.487595,5.219829,1.0995573
-10.770908,7.3574605,0.9940693
-9.716637,5.6064568,1.2317796
-9.190051,4.1754975,1.413318
-8.902757,3.7795544,1.4285387
-9.352138,4.950288,1.2441142
-10.302139,6.540458,1.1596283
-9.806101,6.3209577,0.99546915
-8.817488,3.8539047,1.408529
-8.863639,3.6994655,1.4126387
-8.742854,3.6890664,1.4379221
-9.015367,3.8638802,1.4334086
-8.079669,3.2811217,1.1785371
-10.743948,7.582691,1.028887
-10.974515,7.3869524,1.2000844
-9.770537,5.511476,1.1983993
-8.242328,2.9968195,1.284582
-8.735759,4.4246106,1.0628486
-9.602107,5.6848025,1.1519787
-9.605415,5.3328414,1.1564676
-11.04212,7.404993,1.200096
-10.916041,7.541676,1.1945252
-10.897447,7.5092077,1.1838367
-10.952011,7.4974475,1.1801194
-9.984921,6.059947,1.1826569
-10.10184,5.872983,1.1774951
-9.50135,5.618618,1.1799886
-9.505298,5.632624,1.0246518
-9.421689,5.663631,1.0609685
-10.004649,6.4132347,1.1313261
-10.122992,6.315664,1.1334741
-10.307769,6.7205863,1.1194996
-8.729698,3.9775739,1.2856588
-8.261353,3.720148,1.0970043
-8.328601,3.6609495,1.1011741
-10.4305935,6.5995555,1.2590284
-9.765684,5.4645715,1.3218559
-8.969532,4.595369,1.2262229
-11.004132,8.188339,0.98302567
-8.368158,3.9679747,1.097049
-11.337295,8.178287,1.1322669
-11.324603,8.130823,1.13565
-8.438397,3.3172324,1.333894
-10.405465,6.876913,1.0657225
-8.522181,3.7160957,1.264498
-10.173866,6.4089,1.1248184
-10.177331,6.428231,1.1977335
-9.183263,4.9471273,1.1778206
-9.1546545,4.672081,1.1879952
-9.377766,5.3914385,1.2011412
-9.962812,6.050873,1.2003492
-10.077375,5.877015,1.2007356
-10.077375,5.877015,1.2007356
-9.962826,6.220082,1.20017
-10.036013,6.04923,1.1984814
-9.431725,5.3813314,1.0761368
-10.16629,6.3733354,1.1478056
-9.664857,5.529957,1.1644742
-9.668884,5.50531,1.1592317
-9.637505,5.247076,1.3354167
-9.628326,5.2672796,1.3321406
-9.505692,5.6324697,1.080926
-8.976794,4.499932,1.2780385
-9.086345,4.4382463,1.2660412
-9.076382,4.5018864,1.2798232
-8.831392,4.491957,1.1227928
-8.761437,4.3637056,1.0991381
-9.102826,4.471693,1.2917993
-9.132951,4.383884,1.2884504
-9.168496,5.074128,1.2078354
-11.080527,8.429949,0.97705054
-9.823775,5.7330747,1.2308171
-9.320764,5.058764,1.1839107
-8.836877,4.598732,1.0865248
-9.185012,4.4095407,1.3226202
-10.935896,7.09622,1.2914858
-8.95934,4.000011,1.359342
-9.762805,5.3920727,1.2625488
-9.584045,5.7536235,1.1152513
-8.981872,4.67753,1.1455241
-10.108867,6.1901083,1.2230368
-10.434448,7.069301,1.0877612
-10.438729,7.0115867,1.096512
-10.438729,7.0115867,1.096512
-10.486601,7.0406747,1.090609
-9.955491,6.456817,0.96523046
-8.390636,3.7498927,1.1922609
-10.542761,6.549034,1.2591853
-10.478678,6.6587486,1.2605178
-10.584877,6.7862225,1.293207
-9.614596,5.276669,1.3054596
-10.048446,5.8432055,1.3435024
-9.368807,4.9687347,1.3044953
-9.557347,5.3522477,1.1431024
-9.459507,5.457167,1.1413032
-9.168326,5.1628175,1.1004993
-9.7203045,5.504356,1.1902245
-8.847284,4.008672,1.2599024
-8.786972,4.520542,1.1118432
-9.086369,5.251266,0.97916776
-8.495586,3.8419573,1.1522998
-10.843161,7.129571,1.2159433
-10.804512,7.299391,1.2220845
-11.396884,8.246323,1.1542845
-8.73741,4.2270656,1.1809359
-8.662558,3.8844497,1.1938778
-8.490672,3.824541,1.2037574
-9.357569,5.2263937,1.0941378
-9.339686,5.324173,1.1050344
-9.73706,5.8134737,1.1332076
-10.7143345,6.8948793,1.27299
-10.852587,7.479032,1.0667542
-8.603775,3.991725,1.2226557
-10.48777,6.87438,1.1449058
-9.578584,5.9361424,0.99215996
-9.146528,5.3025002,1.0013295
-9.597596,5.83344,0.9850287
-9.497813,5.965847,0.98803854
-9.055506,4.3839703,1.18582
-8.983288,4.5657353,1.1871488
-9.162955,4.8595996,1.215831
-9.110274,4.595846,1.1862808
-8.928176,4.6912913,1.0780257
-9.221192,5.099378,1.1270695
-9.32946,5.097987,1.1366589
-9.053678,4.751689,1.1719735
-8.63577,3.7485518,1.2613163
-10.935409,8.067092,0.9499269
-9.755745,5.932136,1.1041211
-8.895694,4.063404,1.3013512
-10.294824,6.726168,1.089329
-10.292591,6.949451,1.0949
-9.408987,5.014162,1.1404814
-9.398879,5.151117,1.1481346
-9.658988,5.5124745,1.1213982
-9.721716,5.3875566,1.1188911
-9.838503,5.6099515,1.1656125
-8.675139,3.8571723,1.1671547
-7.744351,3.041219,1.0875055
-8.431939,3.8767862,1.0234183
-8.4768505,3.9537888,1.0492134
-8.738619,4.262183,1.0797504
-9.462986,5.6674013,1.0549705
-8.709572,4.157782,1.1629643
-8.650826,4.307487,1.1606308
-8.660652,4.0882373,1.1695702
-10.0640135,6.0986915,1.2728316
-10.269856,5.85925,1.2738739
-10.157372,6.240066,1.2777396
-9.10473,4.419328,1.3925039
-10.502678,6.188218,1.3513436
-10.459103,6.43447,1.3797851
-10.229835,6.766397,0.93346906
-8.108467,3.1140301,1.2653213
-8.009372,3.3751457,1.2726583
-8.115393,3.2398903,1.2669914
-9.838136,6.171652,1.0826672
-10.709822,7.4982243,1.0602065
-10.283129,6.9034753,1.0059763
-10.533691,7.4697504,0.9785813
-10.542229,7.3616858,0.97474587
-10.249509,6.2443438,1.27935
-9.646514,5.8008676,1.0144311
-8.95383,3.7627823,1.4352318
-8.925552,3.9153354,1.4608107
-9.730648,5.297533,1.3765746
-9.458954,4.98696,1.3513831
-9.470958,4.9855037,1.3503929
-9.519528,5.0009365,1.3543296
-9.656613,4.878817,1.3687998
-10.717846,7.8653326,0.89881045
-10.56452,7.2932587,0.9516113
-10.283246,7.113504,0.9264864
-10.157997,7.078247,0.93579596
-10.750872,7.1223183,1.2425226
-10.4939375,6.7932477,1.2262505
-10.642742,7.1214633,1.14758
-10.941236,7.7525635,1.0670791
-7.4372025,2.6042569,0.9998666
-8.394968,3.9525864,1.0549626
-8.654895,4.4020357,0.9313096
-9.107803,3.9630144,1.4258826
-8.874968,3.5673857,1.4319366
-8.744495,3.7467484,1.43619
-8.098019,2.7776878,1.3055524
-7.9840193,2.860426,1.3035219
-9.667303,5.785491,1.1267614
-9.82853,5.8073435,1.1415753
-9.370995,5.299228,1.1487546
-10.968353,7.413777,1.1534019
-10.927188,7.338611,1.1471549
-9.8014555,5.973944,1.2148906
-9.176139,4.5812526,1.2070128
-9.083164,4.7798543,1.2159715
-8.907313,4.307964,1.1288674
-8.681959,4.5012884,1.162294
-8.823813,4.3531303,1.1532551
-9.689563,5.3017664,1.3287858
-8.854949,3.7072945,1.379963
-9.027,4.363757,1.3917551
-9.866961,5.162128,1.3550035
-10.26644,5.7837524,1.4053952
-10.345754,5.740776,1.4026825
-10.256656,5.744481,1.4089423
-10.742664,6.6059237,1.3482174
-8.817927,4.1169353,1.1896454
-8.726587,4.2683296,1.1861972
-8.756223,4.383773,1.1908932
-10.15932,6.3781023,1.2092899
-10.124426,6.24746,1.1962227
-8.905855,4.299324,1.242548
-8.652069,3.6313899,1.2771442
-8.960908,4.5977163,1.2390654
-8.948376,4.0058427,1.3113064
-8.877281,4.1490483,1.3264911
-8.3552475,3.8519373,1.158316
-8.715653,4.2844095,1.2110364
-10.292914,6.4920855,1.2747241
-10.0555315,6.5714016,1.0611728
-8.131122,3.2843187,1.2218345
-9.082941,4.8098407,1.1246983
-8.62548,4.2987585,1.0699213
-8.625123,4.2205567,1.1186663
-9.037865,4.5562,1.1785332
-11.408953,8.022232,1.2113549
-11.579597,8.086766,1.2273854
-11.474274,8.031085,1.224935
-12.135356,9.105336,1.2076169
-12.0101595,8.996657,1.2043586
-11.170506,7.9852853,1.085083
-11.149272,8.224549,1.0854993
-9.770663,5.354645,1.2619464
-9.536472,5.3647404,1.2536407
-10.801098,7.460669,1.1169306
-10.743558,7.5628133,1.1170264
-8.483979,3.7934108,1.2501557
-8.464548,3.7530951,1.2383517
-10.523942,7.2294555,1.0615988
-9.919289,6.180641,1.080736
-8.986956,4.7727995,1.1117808
-9.045615,4.8180633,1.1542697
-9.05384,4.852797,1.165314
-9.212517,4.762264,1.1646689
-9.2812605,4.9586554,1.1986939
-9.915132,5.8309197,1.1135708
-10.061676,6.147635,1.1490821
-9.994544,6.275206,1.1549296
-8.964579,4.7970905,1.1694517
-9.297017,4.936942,1.2184968
-10.090497,6.5705643,1.0084989
-10.291279,6.2579794,1.2762722
-10.482197,7.1564803,1.0573997
-8.16916,3.0454357,1.2074866
-8.984984,3.7823923,1.3911467
-9.281612,4.31898,1.3055234
-9.194318,4.913144,1.2829233
-9.173315,4.7004857,1.129735
-9.150934,4.8479476,1.1331482
-9.8100395,5.5171027,1.2825811
-10.467875,6.751421,1.1602439
-10.057116,6.5237904,0.97091216
-9.007593,4.5705905,1.0885471
-8.897388,4.6469326,1.0766153
-8.9357,4.412457,1.0670115
-8.815783,4.51227,1.0667062
-8.650743,4.3762136,1.0023037
-10.256195,6.3007765,1.1314042
-10.251246,6.320059,1.1309355
-8.363212,3.9108875,1.0991142
-9.585655,5.74036,1.0402368
-9.970504,5.8913646,1.2369814
-10.037338,5.6952634,1.3327435
-9.776412,5.464874,1.3285302
-8.605668,3.864837,1.1696153
-8.740587,4.2507973,1.1380777
-8.840809,4.1647887,1.184383
-8.88289,4.6846576,1.163909
-9.091504,4.540902,1.1418597
-9.307965,4.7619176,1.26756
-9.380749,4.946471,1.2550021
-8.923169,4.0382643,1.3648913
-9.160836,4.3415155,1.3782525
-9.386785,4.5584507,1.4399465
-10.738626,7.7878284,0.8058922
-10.227844,6.9901733,0.9443349
-9.168466,5.1208487,1.1439656
-7.95749,2.8096616,1.1965543
-7.9730535,2.7601836,1.1912558
-7.7895603,2.875416,1.1989276
-7.932489,2.592254,1.1966828
-7.8336763,3.01037,1.2332532
-8.196976,3.6013818,1.1411045
-8.241926,3.4905117,1.1249603
-8.98857,4.529986,1.1477535
-8.156541,3.083536,1.2423867
-9.364065,4.6703343,1.3197284
-8.91938,4.4630666,1.2480931
-8.858797,4.33473,1.2432258
-9.058461,4.538171,1.3206587
-9.325883,4.527173,1.3092954
-7.89454,2.511649,1.2802138
-7.864725,2.6074347,1.2782189
-7.9800677,2.8549714,1.2667545
-7.9745655,2.890645,1.2481376
-10.652467,7.048535,1.1678052
-9.595354,5.7398624,1.0530304
-10.154513,6.611323,1.1019249
-10.461145,7.2117324,1.105482
-11.53882,8.386998,1.1511364
-8.361077,3.483377,1.2055123
-8.671594,3.911619,1.2320276
-8.890532,4.5162373,1.1567892
-9.2333,5.124386,1.0725783
-9.275082,5.0177736,1.1289991
-8.46828,3.7927926,1.2239891
-10.243597,6.473759,1.1981151
-10.122035,6.4435716,1.168807
-8.880392,3.973462,1.2277118
-8.616828,4.188164,1.221779
-9.423798,5.096425,1.2316072
-9.41004,5.0098324,1.2597412
-9.599051,6.0142674,1.0161831
-10.421776,6.9493566,1.0909362
-9.031371,4.9799385,1.0643631
-9.305173,5.10595,1.1403033
-9.217455,5.1887674,1.1286243
-8.119678,3.4514177,1.0991455
-8.463218,3.8565896,1.1122239
-9.767157,5.951657,1.0532258
-8.88567,4.4762855,1.1984451
-11.968582,9.3267975,1.0268003
-11.639752,8.8893795,1.001328
-11.1355715,8.228461,0.9967574
-11.725862,8.87501,1.0316429
-12.179475,10.001316,0.888731
-12.205314,9.848947,0.886502
-11.905265,9.517069,0.9387309
-11.204564,8.582634,0.89057976
-11.348478,8.633674,0.8716428
-11.31706,8.021598,1.2020929
-10.745941,7.201882,1.2137898
-11.202559,8.286061,0.98440397
-12.051451,9.71984,0.96532875
-8.271226,3.234549,1.3889933
-7.839679,2.7978394,1.1814313
-8.9145975,4.145504,1.3398795
-7.705664,2.7373962,1.1165873
-6.997592,1.5353446,1.1939431
-9.347591,4.885019,1.3470175
-7.947303,2.8942327,1.2782053
-10.419067,7.08098,0.9379288
-9.295048,5.4450693,0.90522444
-11.406614,8.362062,1.0438237
-10.328512,6.9162655,0.96028227
-10.123987,6.828536,1.0185419
-9.051222,4.448446,1.178257
-8.610804,3.4160151,1.4426739
-8.07272,2.7945397,1.2895186
-7.809373,2.4798636,1.3362035
-10.202515,6.2998724,1.1859554
-10.623426,6.8182774,1.2683084
-9.453081,5.036213,1.2873921
-8.512797,4.040477,1.1430117
-11.047022,7.3852596,1.1937128
-11.059914,7.332628,1.1933687
-10.723706,7.318153,1.2037277
-9.721825,5.3564453,1.2727027
-9.976661,6.01784,1.2491599
-9.636877,5.679977,1.2347299
-8.595194,3.5244274,1.2280127
-8.558321,3.9352806,1.2326753
-9.9365015,5.9957705,1.2211349
-9.652115,5.3717046,1.2879808
-9.720643,5.278869,1.284746
-10.774508,6.8702717,1.2929153
-10.632005,7.061323,1.2903398
-8.065756,3.3165936,1.1384426
-9.915945,5.6618686,1.3510069
-9.973415,5.7145753,1.3570919
-10.5119295,6.8498583,1.1683909
-10.458838,6.45847,1.2596856
-10.208254,6.2625875,1.241428
-10.377401,6.2616377,1.3098565
-10.221053,5.80896,1.3557568
-10.111535,6.2167196,1.3436546
-10.326073,6.1594663,1.3466718
-10.288955,6.303569,1.3571784
-10.433025,6.8128786,1.2033075
-9.8349,5.698395,1.2991086
-9.877038,5.479606,1.2892976
-9.471756,4.7694983,1.2379113
-9.123663,4.9288826,1.242682
-9.709832,5.3242307,1.2571408
-9.019924,5.0405393,1.0708392
-9.131281,5.030744,1.080636
-10.778106,7.077204,1.2357683
-9.884034,6.3492384,0.9639913
-9.843852,6.3401165,0.96277946
-10.707644,7.8962584,0.9014563
-10.597105,7.5755997,0.93310547
-10.633297,7.424195,0.9455186
-11.260009,8.470008,0.9102121
-7.408981,2.0537324,1.2387625
-7.7478404,2.6667259,1.2055789
-7.7290297,2.5511642,1.1912546
-7.716112,2.6849747,1.1887003
-7.8244267,2.6476061,1.197666
-7.90776,2.7965386,1.2184722
-9.94172,5.926664,1.1607797
-10.020101,6.3004804,1.1381375
-10.028345,6.403226,1.1527299
-9.648207,5.5347238,1.0731951
-9.667144,5.5981345,1.0855908
-9.651299,5.638858,1.0872895
-9.857025,6.09337,1.1059912
-9.608899,5.7596035,1.0983027
-9.524937,5.584789,1.1617066
-9.5893755,5.3919597,1.1642827
-10.357981,6.922579,1.0912713
-9.450402,5.2763357,1.1830816
-9.559515,5.294578,1.210763
-9.574671,5.7158947,1.0925059
-10.0796,6.20554,1.2098026
-9.564129,4.8397427,1.3713431
-9.937654,5.7396655,1.3659823
-10.062805,5.4624963,1.373322
-9.053557,4.3709283,1.2989653
-9.043573,4.4690604,1.2506866
-9.086624,4.265455,1.2486739
-8.961892,4.6876082,1.2441614
-8.990619,4.3997645,1.2401549
-8.884076,4.557382,1.2440432
-10.322495,6.509305,1.2068074
-9.24884,5.1128855,0.9923019
-9.879678,5.9222565,1.2841233
-9.928123,5.710476,1.279978
-9.939203,5.660901,1.2635853
-9.0061865,4.8840966,1.060981
-9.256232,4.934081,1.2038076
-9.440882,5.0957365,1.2424248
-9.816262,5.735341,1.2061045
-8.569878,3.7208114,1.1819061
-8.119409,3.2484775,1.1811391
-8.60444,3.7826586,1.2059405
-10.395587,6.7593656,1.0406276
-9.917768,5.8526945,1.1911899
-9.279705,4.9359517,1.1702977
-9.313758,5.0743604,1.1996187
-9.927,6.378356,1.0065484
-9.119607,4.9052343,1.1258869
-9.038693,5.076047,1.079394
-10.052015,5.904474,1.14405
-9.896931,6.2497487,1.1578649
-10.28073,6.1662636,1.2915704
-9.606291,5.054798,1.366757
-10.857328,6.9929166,1.3348074
-10.607125,6.9949474,1.1973339
-9.710552,5.605539,1.1326154
-9.771622,5.913944,1.1624503
-7.568765,2.460558,1.185322
-9.829307,5.775535,1.1818376
-10.052499,6.488547,1.0759213
-10.253478,6.6018767,1.0443561
-10.199445,6.824873,1.0442004
-8.020706,2.8885887,1.3086615
-10.519213,7.233574,1.0171145
-10.340291,6.873096,1.0310363
-8.817736,4.2322435,1.1138002
-9.186223,4.9003344,1.1620464
-9.869296,6.083946,1.0818505
-10.371571,6.67499,1.1506221
-10.436473,7.0085506,1.0189818
-10.43444,7.056976,1.0300529
-10.253744,6.6272435,1.1079766
-11.235241,7.9823966,1.1817653
-11.067276,7.8918333,1.0219607
-10.134501,6.2958784,1.1827896
-9.216427,5.027878,1.0602727
-9.188735,5.1717753,1.057363
-9.115534,4.978414,1.0384177
-10.195353,6.538578,1.0321084
-10.135639,6.7600822,1.0367472
-8.830305,4.0779815,1.341826
-9.7302265,5.643222,1.184268
-10.964423,7.4887476,1.1472529
-9.05088,4.787298,1.1506348
-8.499146,3.7678082,1.2016121
-9.277938,4.7503204,1.2890676
-9.04414,4.371999,1.3293669
-8.112342,3.092994,1.3270491
-8.882451,4.3447504,1.1380324
-8.746648,4.425282,1.144046
-9.034947,4.8614984,1.1678336
-8.954494,4.6263957,1.2023554
-9.117725,4.5637803,1.1896919
-9.305201,5.241451,1.1630162
-8.396862,4.0086503,1.1532719
-8.91498,4.540349,1.0401325
-8.844045,4.639966,1.0451747
-8.3157425,3.4180105,1.2156346
-9.198801,5.265439,1.0190498
-9.026351,4.775718,1.0336709
-8.866337,4.260372,1.2986287
-8.899933,3.7708528,1.332304
-8.545827,3.8836558,1.2050759
-8.814571,4.472769,1.1241195
-8.824423,4.183178,1.2399617
-8.67833,3.750077,1.2733381
-8.691604,3.7445922,1.2747487
-8.623546,3.8793933,1.2320688
-7.2039647,1.5999433,1.371355
-7.7236814,2.313686,1.2707726
-7.311251,1.6344532,1.4354368
-7.5320907,1.5540928,1.4206766
-8.475267,3.9790053,0.99251443
-8.733003,4.3707247,0.9687811
-8.65551,4.5760803,0.9811222
-10.74718,7.1802917,1.1382385
-8.560286,3.8659992,1.2328048
-8.386628,3.9532387,1.1199257
-8.456663,3.9466982,1.1241963
-9.628598,5.339655,1.2347614
-8.593842,3.6446285,1.3389988
-8.589157,3.677126,1.3108268
-8.654126,3.4907296,1.3006042
-9.14872,4.3593698,1.2688353
-8.927361,4.012714,1.2797072
-10.508076,7.1024013,0.94384265
-9.3219185,5.173792,1.1295067
-9.577472,5.8126516,1.0408198
-9.483813,5.650594,0.9897882
-9.488535,5.194597,1.133752
-8.725544,4.255725,1.0488956
-8.424609,4.235682,1.0409149
-9.186019,4.437519,1.2409586
-9.589685,5.52379,1.2622406
-9.563489,5.562705,1.2605894
-11.096213,7.890255,1.1193714
